cohort,replicate,module,phase,seed,status,error_message,unique_sampled_people,elapsed_seconds
CHARLS,322,wealth_within_low_education,final,183322,valid,,8205,4.23999999999978
CHARLS,323,recovery_phase,final,183323,valid,,8097,0.0599999999999454
CHARLS,323,wealth_by_sex,final,183323,valid,,8097,8.39000000000033
CHARLS,323,wealth_within_low_education,final,183323,valid,,8097,4.32000000000016
CHARLS,324,recovery_phase,final,183324,valid,,8190,0.0500000000001819
CHARLS,324,wealth_by_sex,final,183324,valid,,8190,8.55999999999995
CHARLS,324,wealth_within_low_education,final,183324,valid,,8190,4.07000000000016
CHARLS,325,recovery_phase,final,183325,valid,,8191,0.0399999999999636
CHARLS,325,wealth_by_sex,final,183325,valid,,8191,8.23000000000002
CHARLS,325,wealth_within_low_education,final,183325,valid,,8191,4.33999999999969
CHARLS,326,recovery_phase,final,183326,valid,,8204,0.0499999999997272
CHARLS,326,wealth_by_sex,final,183326,valid,,8204,8.42999999999984
CHARLS,326,wealth_within_low_education,final,183326,valid,,8204,4.09000000000015
CHARLS,327,recovery_phase,final,183327,valid,,8148,0.0500000000001819
CHARLS,327,wealth_by_sex,final,183327,valid,,8148,8.76999999999998
CHARLS,327,wealth_within_low_education,final,183327,valid,,8148,4.30000000000018
CHARLS,328,recovery_phase,final,183328,valid,,8211,0.0499999999997272
CHARLS,328,wealth_by_sex,final,183328,valid,,8211,8.55999999999995
CHARLS,328,wealth_within_low_education,final,183328,valid,,8211,4.07999999999993
CHARLS,329,recovery_phase,final,183329,valid,,8141,0.0599999999999454
CHARLS,329,wealth_by_sex,final,183329,valid,,8141,8.67000000000007
CHARLS,329,wealth_within_low_education,final,183329,valid,,8141,4.14999999999964
CHARLS,330,recovery_phase,final,183330,valid,,8145,0.0599999999999454
CHARLS,330,wealth_by_sex,final,183330,valid,,8145,8.35999999999967
CHARLS,330,wealth_within_low_education,final,183330,valid,,8145,4.29999999999973
CHARLS,331,recovery_phase,final,183331,valid,,8172,0.0599999999999454
CHARLS,331,wealth_by_sex,final,183331,valid,,8172,9.38000000000011
CHARLS,331,wealth_within_low_education,final,183331,valid,,8172,4.9699999999998
CHARLS,332,recovery_phase,final,183332,valid,,8201,0.0700000000001637
CHARLS,332,wealth_by_sex,final,183332,valid,,8201,10.52
CHARLS,332,wealth_within_low_education,final,183332,valid,,8201,4.67999999999984
CHARLS,333,recovery_phase,final,183333,valid,,8166,0.0599999999999454
CHARLS,333,wealth_by_sex,final,183333,valid,,8166,10.5299999999997
CHARLS,333,wealth_within_low_education,final,183333,valid,,8166,4.48000000000002
CHARLS,334,recovery_phase,final,183334,valid,,8126,0.069999999999709
CHARLS,334,wealth_by_sex,final,183334,valid,,8126,8.44000000000006
CHARLS,334,wealth_within_low_education,final,183334,valid,,8126,4.09000000000015
CHARLS,335,recovery_phase,final,183335,valid,,8122,0.0599999999999454
CHARLS,335,wealth_by_sex,final,183335,valid,,8122,8.42999999999984
CHARLS,335,wealth_within_low_education,final,183335,valid,,8122,4
CHARLS,336,recovery_phase,final,183336,valid,,8166,0.0500000000001819
CHARLS,336,wealth_by_sex,final,183336,valid,,8166,8.40000000000009
CHARLS,336,wealth_within_low_education,final,183336,valid,,8166,4.19000000000005
CHARLS,337,recovery_phase,final,183337,valid,,8111,0.0700000000001637
CHARLS,337,wealth_by_sex,final,183337,valid,,8111,8.61999999999989
CHARLS,337,wealth_within_low_education,final,183337,valid,,8111,4.19000000000005
CHARLS,338,recovery_phase,final,183338,valid,,8154,0.0599999999999454
CHARLS,338,wealth_by_sex,final,183338,valid,,8154,8.72000000000026
CHARLS,338,wealth_within_low_education,final,183338,valid,,8154,4.26999999999998
CHARLS,339,recovery_phase,final,183339,valid,,8180,0.0399999999999636
CHARLS,339,wealth_by_sex,final,183339,valid,,8180,8.7199999999998
CHARLS,339,wealth_within_low_education,final,183339,valid,,8180,4.12000000000035
CHARLS,340,recovery_phase,final,183340,valid,,8140,0.0599999999999454
CHARLS,340,wealth_by_sex,final,183340,valid,,8140,8.68000000000029
CHARLS,340,wealth_within_low_education,final,183340,valid,,8140,4.90000000000009
CHARLS,341,recovery_phase,final,183341,valid,,8089,0.0599999999999454
CHARLS,341,wealth_by_sex,final,183341,valid,,8089,8.5
CHARLS,341,wealth_within_low_education,final,183341,valid,,8089,3.98999999999978
CHARLS,342,recovery_phase,final,183342,valid,,8159,0.0599999999999454
CHARLS,342,wealth_by_sex,final,183342,valid,,8159,8.67000000000007
CHARLS,342,wealth_within_low_education,final,183342,valid,,8159,4.19999999999982
CHARLS,343,recovery_phase,final,183343,valid,,8163,0.0599999999999454
CHARLS,343,wealth_by_sex,final,183343,valid,,8163,8.32999999999993
CHARLS,343,wealth_within_low_education,final,183343,valid,,8163,4.51999999999998
CHARLS,344,recovery_phase,final,183344,valid,,8120,0.069999999999709
CHARLS,344,wealth_by_sex,final,183344,valid,,8120,8.15999999999985
CHARLS,344,wealth_within_low_education,final,183344,valid,,8120,4.19000000000005
CHARLS,345,recovery_phase,final,183345,valid,,8111,0.0599999999999454
CHARLS,345,wealth_by_sex,final,183345,valid,,8111,8.56999999999971
CHARLS,345,wealth_within_low_education,final,183345,valid,,8111,4.26000000000022
CHARLS,346,recovery_phase,final,183346,valid,,8191,0.0499999999997272
CHARLS,346,wealth_by_sex,final,183346,valid,,8191,8.36000000000013
CHARLS,346,wealth_within_low_education,final,183346,valid,,8191,4.15000000000009
CHARLS,347,recovery_phase,final,183347,valid,,8142,0.0399999999999636
CHARLS,347,wealth_by_sex,final,183347,valid,,8142,8.87999999999965
CHARLS,347,wealth_within_low_education,final,183347,valid,,8142,4.09999999999991
CHARLS,348,recovery_phase,final,183348,valid,,8153,0.069999999999709
CHARLS,348,wealth_by_sex,final,183348,valid,,8153,8.84999999999991
CHARLS,348,wealth_within_low_education,final,183348,valid,,8153,3.94000000000005
CHARLS,349,recovery_phase,final,183349,valid,,8167,0.0700000000001637
CHARLS,349,wealth_by_sex,final,183349,valid,,8167,8.13999999999987
CHARLS,349,wealth_within_low_education,final,183349,valid,,8167,4.08999999999969
CHARLS,350,recovery_phase,final,183350,valid,,8239,0.0500000000001819
CHARLS,350,wealth_by_sex,final,183350,valid,,8239,8.63999999999987
CHARLS,350,wealth_within_low_education,final,183350,valid,,8239,4.11000000000013
CHARLS,351,recovery_phase,final,183351,valid,,8177,0.0399999999999636
CHARLS,351,wealth_by_sex,final,183351,valid,,8177,8.73000000000002
CHARLS,351,wealth_within_low_education,final,183351,valid,,8177,4.46000000000004
CHARLS,352,recovery_phase,final,183352,valid,,8152,0.0700000000001637
CHARLS,352,wealth_by_sex,final,183352,valid,,8152,8.82999999999993
CHARLS,352,wealth_within_low_education,final,183352,valid,,8152,4.11000000000013
CHARLS,353,recovery_phase,final,183353,valid,,8148,0.0700000000001637
CHARLS,353,wealth_by_sex,final,183353,valid,,8148,8.27999999999975
CHARLS,353,wealth_within_low_education,final,183353,valid,,8148,4.25
CHARLS,354,recovery_phase,final,183354,valid,,8123,0.0700000000001637
CHARLS,354,wealth_by_sex,final,183354,valid,,8123,8.5
CHARLS,354,wealth_within_low_education,final,183354,valid,,8123,4.17999999999984
CHARLS,355,recovery_phase,final,183355,valid,,8180,0.0399999999999636
CHARLS,355,wealth_by_sex,final,183355,valid,,8180,8.76999999999998
CHARLS,355,wealth_within_low_education,final,183355,valid,,8180,4.33999999999969
CHARLS,356,recovery_phase,final,183356,valid,,8182,0.0599999999999454
CHARLS,356,wealth_by_sex,final,183356,valid,,8182,8.87999999999965
CHARLS,356,wealth_within_low_education,final,183356,valid,,8182,4.25
CHARLS,357,recovery_phase,final,183357,valid,,8140,0.0399999999999636
CHARLS,357,wealth_by_sex,final,183357,valid,,8140,8.7800000000002
CHARLS,357,wealth_within_low_education,final,183357,valid,,8140,4.19000000000005
CHARLS,358,recovery_phase,final,183358,valid,,8173,0.0599999999999454
CHARLS,358,wealth_by_sex,final,183358,valid,,8173,8.57999999999993
CHARLS,358,wealth_within_low_education,final,183358,valid,,8173,3.63999999999987
CHARLS,359,recovery_phase,final,183359,valid,,8132,0.0500000000001819
CHARLS,359,wealth_by_sex,final,183359,valid,,8132,7.5
CHARLS,359,wealth_within_low_education,final,183359,valid,,8132,3.57999999999993
CHARLS,360,recovery_phase,final,183360,valid,,8135,0.0599999999999454
CHARLS,360,wealth_by_sex,final,183360,valid,,8135,8.13000000000011
CHARLS,360,wealth_within_low_education,final,183360,valid,,8135,3.62999999999965
CHARLS,361,recovery_phase,final,183361,valid,,8141,0.0499999999997272
CHARLS,361,wealth_by_sex,final,183361,valid,,8141,7.80999999999995
CHARLS,361,wealth_within_low_education,final,183361,valid,,8141,3.57999999999993
CHARLS,362,recovery_phase,final,183362,valid,,8140,0.0500000000001819
CHARLS,362,wealth_by_sex,final,183362,valid,,8140,7.82999999999993
CHARLS,362,wealth_within_low_education,final,183362,valid,,8140,3.63000000000011
CHARLS,363,recovery_phase,final,183363,valid,,8161,0.0499999999997272
CHARLS,363,wealth_by_sex,final,183363,valid,,8161,7.51999999999998
CHARLS,363,wealth_within_low_education,final,183363,valid,,8161,3.64000000000033
CHARLS,364,recovery_phase,final,183364,valid,,8149,0.0399999999999636
CHARLS,364,wealth_by_sex,final,183364,valid,,8149,7.55000000000018
CHARLS,364,wealth_within_low_education,final,183364,valid,,8149,3.69000000000005
CHARLS,365,recovery_phase,final,183365,valid,,8137,0.0500000000001819
CHARLS,365,wealth_by_sex,final,183365,valid,,8137,7.51999999999998
CHARLS,365,wealth_within_low_education,final,183365,valid,,8137,3.82999999999993
CHARLS,366,recovery_phase,final,183366,valid,,8108,0.0399999999999636
CHARLS,366,wealth_by_sex,final,183366,valid,,8108,7.38999999999987
CHARLS,366,wealth_within_low_education,final,183366,valid,,8108,3.80000000000018
CHARLS,367,recovery_phase,final,183367,valid,,8135,0.0300000000002001
CHARLS,367,wealth_by_sex,final,183367,valid,,8135,7.42000000000007
CHARLS,367,wealth_within_low_education,final,183367,valid,,8135,3.56999999999971
CHARLS,368,recovery_phase,final,183368,valid,,8167,0.0500000000001819
CHARLS,368,wealth_by_sex,final,183368,valid,,8167,7.34000000000015
CHARLS,368,wealth_within_low_education,final,183368,valid,,8167,3.77999999999975
CHARLS,369,recovery_phase,final,183369,valid,,8181,0.0399999999999636
CHARLS,369,wealth_by_sex,final,183369,valid,,8181,7.09999999999991
CHARLS,369,wealth_within_low_education,final,183369,valid,,8181,3.75
CHARLS,370,recovery_phase,final,183370,valid,,8108,0.0499999999997272
CHARLS,370,wealth_by_sex,final,183370,valid,,8108,7.80000000000018
CHARLS,370,wealth_within_low_education,final,183370,valid,,8108,3.5300000000002
CHARLS,371,recovery_phase,final,183371,valid,,8060,0.0700000000001637
CHARLS,371,wealth_by_sex,final,183371,valid,,8060,7.55000000000018
CHARLS,371,wealth_within_low_education,final,183371,valid,,8060,3.98000000000002
CHARLS,372,recovery_phase,final,183372,valid,,8176,0.0700000000001637
CHARLS,372,wealth_by_sex,final,183372,valid,,8176,8.45000000000027
CHARLS,372,wealth_within_low_education,final,183372,valid,,8176,4.15999999999985
CHARLS,373,recovery_phase,final,183373,valid,,8091,0.0500000000001819
CHARLS,373,wealth_by_sex,final,183373,valid,,8091,10.1600000000003
CHARLS,373,wealth_within_low_education,final,183373,valid,,8091,4.61999999999989
CHARLS,374,recovery_phase,final,183374,valid,,8098,0.0500000000001819
CHARLS,374,wealth_by_sex,final,183374,valid,,8098,7.92000000000007
CHARLS,374,wealth_within_low_education,final,183374,valid,,8098,4.78999999999996
CHARLS,375,recovery_phase,final,183375,valid,,8199,0.0599999999999454
CHARLS,375,wealth_by_sex,final,183375,valid,,8199,8.03999999999996
CHARLS,375,wealth_within_low_education,final,183375,valid,,8199,4.03999999999996
CHARLS,376,recovery_phase,final,183376,valid,,8177,0.0500000000001819
CHARLS,376,wealth_by_sex,final,183376,valid,,8177,7.90000000000009
CHARLS,376,wealth_within_low_education,final,183376,valid,,8177,3.51999999999998
CHARLS,377,recovery_phase,final,183377,valid,,8197,0.0700000000001637
CHARLS,377,wealth_by_sex,final,183377,valid,,8197,7.94999999999982
CHARLS,377,wealth_within_low_education,final,183377,valid,,8197,3.61000000000013
CHARLS,378,recovery_phase,final,183378,valid,,8108,0.0499999999997272
CHARLS,378,wealth_by_sex,final,183378,valid,,8108,7.69000000000006
CHARLS,378,wealth_within_low_education,final,183378,valid,,8108,3.65999999999985
CHARLS,379,recovery_phase,final,183379,valid,,8134,0.0399999999999636
CHARLS,379,wealth_by_sex,final,183379,valid,,8134,7.5300000000002
CHARLS,379,wealth_within_low_education,final,183379,valid,,8134,3.80999999999995
CHARLS,380,recovery_phase,final,183380,valid,,8236,0.0599999999999454
CHARLS,380,wealth_by_sex,final,183380,valid,,8236,7.32999999999993
CHARLS,380,wealth_within_low_education,final,183380,valid,,8236,3.70000000000027
CHARLS,381,recovery_phase,final,183381,valid,"",8153,0.0500000000001819
CHARLS,381,wealth_by_sex,final,183381,valid,"",8153,7.38999999999987
CHARLS,381,wealth_within_low_education,final,183381,failed,invalid standardized hazard: module=wealth_within_low_education process=death_pre origin=I0 stratum=all ses=high age=95,8153,1.7199999999998
CHARLS,382,recovery_phase,final,183382,valid,"",8162,0.0500000000001819
CHARLS,382,wealth_by_sex,final,183382,valid,"",8162,7.5
CHARLS,382,wealth_within_low_education,final,183382,valid,"",8162,3.57999999999993
CHARLS,383,recovery_phase,final,183383,valid,"",8181,0.0599999999999454
CHARLS,383,wealth_by_sex,final,183383,valid,"",8181,7.55999999999995
CHARLS,383,wealth_within_low_education,final,183383,valid,"",8181,3.72000000000025
CHARLS,384,recovery_phase,final,183384,valid,"",8243,0.0399999999999636
CHARLS,384,wealth_by_sex,final,183384,valid,"",8243,7.27999999999975
CHARLS,384,wealth_within_low_education,final,183384,valid,"",8243,3.45000000000027
CHARLS,385,recovery_phase,final,183385,valid,"",8160,0.0500000000001819
CHARLS,385,wealth_by_sex,final,183385,valid,"",8160,7.51999999999998
CHARLS,385,wealth_within_low_education,final,183385,valid,"",8160,3.55999999999995
CHARLS,386,recovery_phase,final,183386,valid,,8196,0.0500000000001819
CHARLS,386,wealth_by_sex,final,183386,valid,,8196,7.44999999999982
CHARLS,386,wealth_within_low_education,final,183386,valid,,8196,3.59000000000015
CHARLS,387,recovery_phase,final,183387,valid,,8208,0.0500000000001819
CHARLS,387,wealth_by_sex,final,183387,valid,,8208,7.55999999999995
CHARLS,387,wealth_within_low_education,final,183387,valid,,8208,3.46000000000004
CHARLS,388,recovery_phase,final,183388,valid,,8133,0.0500000000001819
CHARLS,388,wealth_by_sex,final,183388,valid,,8133,7.57999999999993
CHARLS,388,wealth_within_low_education,final,183388,valid,,8133,3.69999999999982
CHARLS,389,recovery_phase,final,183389,valid,,8196,0.0399999999999636
CHARLS,389,wealth_by_sex,final,183389,valid,,8196,7.37000000000035
CHARLS,389,wealth_within_low_education,final,183389,valid,,8196,3.53999999999996
CHARLS,390,recovery_phase,final,183390,valid,,8098,0.0399999999999636
CHARLS,390,wealth_by_sex,final,183390,valid,,8098,7.22000000000026
CHARLS,390,wealth_within_low_education,final,183390,valid,,8098,3.61000000000013
CHARLS,391,recovery_phase,final,183391,valid,"",8172,0.0300000000002001
CHARLS,391,wealth_by_sex,final,183391,valid,"",8172,7.16000000000031
CHARLS,391,wealth_within_low_education,final,183391,valid,"",8172,3.52999999999975
CHARLS,392,recovery_phase,final,183392,valid,"",8093,0.0599999999999454
CHARLS,392,wealth_by_sex,final,183392,failed,invalid standardized hazard: module=wealth_by_sex process=death_pre origin=I0 stratum=male ses=high age=91,8093,3.15000000000009
CHARLS,392,wealth_within_low_education,final,183392,failed,invalid standardized hazard: module=wealth_within_low_education process=death_pre origin=I0 stratum=all ses=high age=91,8093,1.63999999999987
CHARLS,393,recovery_phase,final,183393,valid,"",8205,0.0399999999999636
CHARLS,393,wealth_by_sex,final,183393,valid,"",8205,7.79999999999973
CHARLS,393,wealth_within_low_education,final,183393,valid,"",8205,3.64000000000033
CHARLS,394,recovery_phase,final,183394,valid,"",8209,0.0500000000001819
CHARLS,394,wealth_by_sex,final,183394,valid,"",8209,7.80000000000018
CHARLS,394,wealth_within_low_education,final,183394,valid,"",8209,3.59999999999991
CHARLS,395,recovery_phase,final,183395,valid,"",8099,0.0300000000002001
CHARLS,395,wealth_by_sex,final,183395,valid,"",8099,8.11000000000013
CHARLS,395,wealth_within_low_education,final,183395,valid,"",8099,3.48000000000002
CHARLS,396,recovery_phase,final,183396,valid,,8127,0.0399999999999636
CHARLS,396,wealth_by_sex,final,183396,valid,,8127,7.73999999999978
CHARLS,396,wealth_within_low_education,final,183396,valid,,8127,3.62000000000035
CHARLS,397,recovery_phase,final,183397,valid,,8163,0.0500000000001819
CHARLS,397,wealth_by_sex,final,183397,valid,,8163,7.23000000000002
CHARLS,397,wealth_within_low_education,final,183397,valid,,8163,3.67000000000007
CHARLS,398,recovery_phase,final,183398,valid,,8173,0.0500000000001819
CHARLS,398,wealth_by_sex,final,183398,valid,,8173,7.80000000000018
CHARLS,398,wealth_within_low_education,final,183398,valid,,8173,3.67999999999984
CHARLS,399,recovery_phase,final,183399,valid,,8114,0.0500000000001819
CHARLS,399,wealth_by_sex,final,183399,valid,,8114,7.55000000000018
CHARLS,399,wealth_within_low_education,final,183399,valid,,8114,3.57999999999993
CHARLS,400,recovery_phase,final,183400,valid,,8176,0.069999999999709
CHARLS,400,wealth_by_sex,final,183400,valid,,8176,7.42999999999984
CHARLS,400,wealth_within_low_education,final,183400,valid,,8176,3.51000000000022
CHARLS,401,recovery_phase,final,183401,valid,,8156,0.0399999999999636
CHARLS,401,wealth_by_sex,final,183401,valid,,8156,7.32999999999993
CHARLS,401,wealth_within_low_education,final,183401,valid,,8156,3.80999999999995
CHARLS,402,recovery_phase,final,183402,valid,,8079,0.0500000000001819
CHARLS,402,wealth_by_sex,final,183402,valid,,8079,7.45000000000027
CHARLS,402,wealth_within_low_education,final,183402,valid,,8079,3.57999999999993
CHARLS,403,recovery_phase,final,183403,valid,,8102,0.0399999999999636
CHARLS,403,wealth_by_sex,final,183403,valid,,8102,7.23999999999978
CHARLS,403,wealth_within_low_education,final,183403,valid,,8102,4.13999999999987
CHARLS,404,recovery_phase,final,183404,valid,,8235,0.0599999999999454
CHARLS,404,wealth_by_sex,final,183404,valid,,8235,7.34000000000015
CHARLS,404,wealth_within_low_education,final,183404,valid,,8235,3.63999999999987
CHARLS,405,recovery_phase,final,183405,valid,,8108,0.0500000000001819
CHARLS,405,wealth_by_sex,final,183405,valid,,8108,7.57999999999993
CHARLS,405,wealth_within_low_education,final,183405,valid,,8108,3.62999999999965
CHARLS,406,recovery_phase,final,183406,valid,,8111,0.0700000000001637
CHARLS,406,wealth_by_sex,final,183406,valid,,8111,7.48000000000002
CHARLS,406,wealth_within_low_education,final,183406,valid,,8111,3.86999999999989
CHARLS,407,recovery_phase,final,183407,valid,,8159,0.0500000000001819
CHARLS,407,wealth_by_sex,final,183407,valid,,8159,7.49000000000024
CHARLS,407,wealth_within_low_education,final,183407,valid,,8159,3.57999999999993
CHARLS,408,recovery_phase,final,183408,valid,,8158,0.0500000000001819
CHARLS,408,wealth_by_sex,final,183408,valid,,8158,7.23000000000002
CHARLS,408,wealth_within_low_education,final,183408,valid,,8158,3.59000000000015
CHARLS,409,recovery_phase,final,183409,valid,,8111,0.0499999999997272
CHARLS,409,wealth_by_sex,final,183409,valid,,8111,7.32999999999993
CHARLS,409,wealth_within_low_education,final,183409,valid,,8111,3.59000000000015
CHARLS,410,recovery_phase,final,183410,valid,,8200,0.0399999999999636
CHARLS,410,wealth_by_sex,final,183410,valid,,8200,7.63999999999987
CHARLS,410,wealth_within_low_education,final,183410,valid,,8200,3.59999999999991
CHARLS,411,recovery_phase,final,183411,valid,,8129,0.0499999999997272
CHARLS,411,wealth_by_sex,final,183411,valid,,8129,7.48999999999978
CHARLS,411,wealth_within_low_education,final,183411,valid,,8129,3.64000000000033
CHARLS,412,recovery_phase,final,183412,valid,,8157,0.0399999999999636
CHARLS,412,wealth_by_sex,final,183412,valid,,8157,7.87000000000035
CHARLS,412,wealth_within_low_education,final,183412,valid,,8157,3.62999999999965
CHARLS,413,recovery_phase,final,183413,valid,,8192,0.0500000000001819
CHARLS,413,wealth_by_sex,final,183413,valid,,8192,7.98999999999978
CHARLS,413,wealth_within_low_education,final,183413,valid,,8192,3.82999999999993
CHARLS,414,recovery_phase,final,183414,valid,,8138,0.0500000000001819
CHARLS,414,wealth_by_sex,final,183414,valid,,8138,7.58000000000038
CHARLS,414,wealth_within_low_education,final,183414,valid,,8138,3.57999999999993
CHARLS,415,recovery_phase,final,183415,valid,,8139,0.0399999999999636
CHARLS,415,wealth_by_sex,final,183415,valid,,8139,8.66000000000031
CHARLS,415,wealth_within_low_education,final,183415,valid,,8139,3.7800000000002
CHARLS,416,recovery_phase,final,183416,valid,,8190,0.069999999999709
CHARLS,416,wealth_by_sex,final,183416,valid,,8190,7.59999999999991
CHARLS,416,wealth_within_low_education,final,183416,valid,,8190,3.69000000000005
CHARLS,417,recovery_phase,final,183417,valid,,8176,0.0500000000001819
CHARLS,417,wealth_by_sex,final,183417,valid,,8176,7.86999999999989
CHARLS,417,wealth_within_low_education,final,183417,valid,,8176,3.73000000000002
CHARLS,418,recovery_phase,final,183418,valid,,8120,0.0500000000001819
CHARLS,418,wealth_by_sex,final,183418,valid,,8120,7.72000000000026
CHARLS,418,wealth_within_low_education,final,183418,valid,,8120,3.78999999999996
CHARLS,419,recovery_phase,final,183419,valid,,8159,0.0599999999999454
CHARLS,419,wealth_by_sex,final,183419,valid,,8159,7.69999999999982
CHARLS,419,wealth_within_low_education,final,183419,valid,,8159,3.76999999999998
CHARLS,420,recovery_phase,final,183420,valid,,8183,0.0399999999999636
CHARLS,420,wealth_by_sex,final,183420,valid,,8183,7.57000000000016
CHARLS,420,wealth_within_low_education,final,183420,valid,,8183,3.72000000000025
CHARLS,421,recovery_phase,final,183421,valid,,8172,0.0599999999999454
CHARLS,421,wealth_by_sex,final,183421,valid,,8172,7.7199999999998
CHARLS,421,wealth_within_low_education,final,183421,valid,,8172,3.61000000000013
CHARLS,422,recovery_phase,final,183422,valid,,8125,0.0700000000001637
CHARLS,422,wealth_by_sex,final,183422,valid,,8125,7.55999999999995
CHARLS,422,wealth_within_low_education,final,183422,valid,,8125,3.69000000000005
CHARLS,423,recovery_phase,final,183423,valid,,8188,0.0500000000001819
CHARLS,423,wealth_by_sex,final,183423,valid,,8188,7.5300000000002
CHARLS,423,wealth_within_low_education,final,183423,valid,,8188,3.84999999999991
CHARLS,424,recovery_phase,final,183424,valid,,8077,0.0399999999999636
CHARLS,424,wealth_by_sex,final,183424,valid,,8077,7.63000000000011
CHARLS,424,wealth_within_low_education,final,183424,valid,,8077,3.60999999999967
CHARLS,425,recovery_phase,final,183425,valid,,8200,0.0399999999999636
CHARLS,425,wealth_by_sex,final,183425,valid,,8200,7.48000000000002
CHARLS,425,wealth_within_low_education,final,183425,valid,,8200,3.53999999999996
CHARLS,426,recovery_phase,final,183426,valid,,8146,0.0499999999997272
CHARLS,426,wealth_by_sex,final,183426,valid,,8146,7.80999999999995
CHARLS,426,wealth_within_low_education,final,183426,valid,,8146,3.66999999999962
CHARLS,427,recovery_phase,final,183427,valid,,8183,0.0399999999999636
CHARLS,427,wealth_by_sex,final,183427,valid,,8183,7.7199999999998
CHARLS,427,wealth_within_low_education,final,183427,valid,,8183,3.71000000000004
CHARLS,428,recovery_phase,final,183428,valid,,8140,0.0500000000001819
CHARLS,428,wealth_by_sex,final,183428,valid,,8140,7.61000000000013
CHARLS,428,wealth_within_low_education,final,183428,valid,,8140,3.75
CHARLS,429,recovery_phase,final,183429,valid,,8157,0.0399999999999636
CHARLS,429,wealth_by_sex,final,183429,valid,,8157,7.32999999999993
CHARLS,429,wealth_within_low_education,final,183429,valid,,8157,3.84000000000015
CHARLS,430,recovery_phase,final,183430,valid,,8152,0.0399999999999636
CHARLS,430,wealth_by_sex,final,183430,valid,,8152,7.44999999999982
CHARLS,430,wealth_within_low_education,final,183430,valid,,8152,3.57000000000016
CHARLS,431,recovery_phase,final,183431,valid,,8168,0.0500000000001819
CHARLS,431,wealth_by_sex,final,183431,valid,,8168,7.92999999999984
CHARLS,431,wealth_within_low_education,final,183431,valid,,8168,4
CHARLS,432,recovery_phase,final,183432,valid,,8162,0.0399999999999636
CHARLS,432,wealth_by_sex,final,183432,valid,,8162,8.28999999999996
CHARLS,432,wealth_within_low_education,final,183432,valid,,8162,3.7199999999998
CHARLS,433,recovery_phase,final,183433,valid,,8134,0.0700000000001637
CHARLS,433,wealth_by_sex,final,183433,valid,,8134,8.01999999999998
CHARLS,433,wealth_within_low_education,final,183433,valid,,8134,4.15999999999985
CHARLS,434,recovery_phase,final,183434,valid,,8202,0.0599999999999454
CHARLS,434,wealth_by_sex,final,183434,valid,,8202,7.90999999999985
CHARLS,434,wealth_within_low_education,final,183434,valid,,8202,4.55999999999995
CHARLS,435,recovery_phase,final,183435,valid,,8143,0.0500000000001819
CHARLS,435,wealth_by_sex,final,183435,valid,,8143,8.01000000000022
CHARLS,435,wealth_within_low_education,final,183435,valid,,8143,4.32999999999993
CHARLS,436,recovery_phase,final,183436,valid,,8208,0.0500000000001819
CHARLS,436,wealth_by_sex,final,183436,valid,,8208,7.40999999999985
CHARLS,436,wealth_within_low_education,final,183436,valid,,8208,3.65000000000009
CHARLS,437,recovery_phase,final,183437,valid,,8132,0.0700000000001637
CHARLS,437,wealth_by_sex,final,183437,valid,,8132,8.38000000000011
CHARLS,437,wealth_within_low_education,final,183437,valid,,8132,4.01999999999998
CHARLS,438,recovery_phase,final,183438,valid,,8157,0.0900000000001455
CHARLS,438,wealth_by_sex,final,183438,valid,,8157,9.32000000000016
CHARLS,438,wealth_within_low_education,final,183438,valid,,8157,5.02999999999975
CHARLS,439,recovery_phase,final,183439,valid,,8189,0.0599999999999454
CHARLS,439,wealth_by_sex,final,183439,valid,,8189,10.5799999999999
CHARLS,439,wealth_within_low_education,final,183439,valid,,8189,4.47000000000025
CHARLS,440,recovery_phase,final,183440,valid,,8140,0.0500000000001819
CHARLS,440,wealth_by_sex,final,183440,valid,,8140,9.2199999999998
CHARLS,440,wealth_within_low_education,final,183440,valid,,8140,4.32999999999993
CHARLS,441,recovery_phase,final,183441,valid,,8150,0.0500000000001819
CHARLS,441,wealth_by_sex,final,183441,valid,,8150,9.0600000000004
CHARLS,441,wealth_within_low_education,final,183441,valid,,8150,3.77999999999975
CHARLS,442,recovery_phase,final,183442,valid,,8197,0.0500000000001819
CHARLS,442,wealth_by_sex,final,183442,valid,,8197,8.44999999999982
CHARLS,442,wealth_within_low_education,final,183442,valid,,8197,3.93000000000029
CHARLS,443,recovery_phase,final,183443,valid,,8150,0.0500000000001819
CHARLS,443,wealth_by_sex,final,183443,valid,,8150,7.7199999999998
CHARLS,443,wealth_within_low_education,final,183443,valid,,8150,3.70000000000027
CHARLS,444,recovery_phase,final,183444,valid,,8137,0.0500000000001819
CHARLS,444,wealth_by_sex,final,183444,valid,,8137,8.07999999999993
CHARLS,444,wealth_within_low_education,final,183444,valid,,8137,3.86000000000013
CHARLS,445,recovery_phase,final,183445,valid,,8134,0.0500000000001819
CHARLS,445,wealth_by_sex,final,183445,valid,,8134,7.94999999999982
CHARLS,445,wealth_within_low_education,final,183445,valid,,8134,3.63000000000011
CHARLS,446,recovery_phase,final,183446,valid,,8137,0.0599999999999454
CHARLS,446,wealth_by_sex,final,183446,valid,,8137,8.01999999999998
CHARLS,446,wealth_within_low_education,final,183446,valid,,8137,3.73000000000002
CHARLS,447,recovery_phase,final,183447,valid,,8127,0.0499999999997272
