path,bytes,sha256
results/original_analysis/02c_charls2020_schema_audit/charls2020_keyword_candidate_metadata.csv,221138,1d1a39e7576080e3e3167b59b5ded3db1694de5b547d1c35b2cf6dc411a96c7d
results/original_analysis/02d_charls2020_adapter_audit/charls2020_exit_death_agreement.csv,273,b163e774151fc24f8826a9dee6617def240399354f896cc82bb7118743d377a7
results/original_analysis/02d_charls2020_adapter_audit/charls2020_function_recode_agreement.csv,476,b5bb2f1323962258f12d0249e840a002d7ce33552b3f50d3be96a3f783c006a3
results/original_analysis/02d_charls2020_adapter_audit/charls2020_function_value_counts.csv,3188,53d096a1b8d2425bb68d927bbce049229b7fc8dd4e3ab8287bc0599e84b28456
results/original_analysis/02d_charls2020_adapter_audit/charls2020_interview_date_source_agreement.csv,108,0cc5e1505124f9953ae1b372b09555e2e00f767d207de96fb8072e78739f4a1f
results/original_analysis/02d_charls2020_adapter_audit/charls2020_prior_id_linkage_audit.csv,514,ffa923eaae40192f61cf1445dbbc41c8ea31a95f2cbe84cfdaf82386dbe8f15f
results/original_analysis/02d_charls2020_adapter_audit/charls2020_proxy_audit.csv,166,1ad6bf0dc21a720f43e32cfb612c518901e68cc398597507d6bf5a16930390fc
results/original_analysis/02d_charls2020_adapter_audit/charls2020_record_id_audit.csv,238,d640406b6a5fc08688675bc69347d43b882168937b0172366767c03901eaca2c
results/original_analysis/02d_charls2020_adapter_audit/charls2020_status_function_date_weight_audit.csv,205,333da47b80f9e5221d57a8a913194beb8707b730de988285c98aeee6aa30742b
results/original_analysis/02d_charls2020_adapter_audit/charls2020_weight_source_agreement.csv,182,cf2f824af400a32bb3da5f3588db79babc8b14859a571c175e0622f28a9dd4e4
results/original_analysis/03_formal_risksets/formal_mortality_gate.csv,302,46e631ce18073181015a2036b96be57087a8073563b8c00baa3180334ab2886c
results/original_analysis/03_formal_risksets/function_events_by_ses.csv,6539,321d76b3f28362fd1baa0e71a0f24d5bb5e26481876703c08f73f19f3746f928
results/original_analysis/03_formal_risksets/mortality_support_and_exclusion_audit.csv,924,443cdc6a0285d5de4e55be12ab95a0189444bb41204abc55f0cd8b55ad171d35
results/original_analysis/03_formal_risksets/person_ses_distribution.csv,1057,98af32be0be5faa2513f4883644b6d7c7155c07fd08e342c7b6b5989d4a57e8a
results/original_analysis/03_formal_risksets/supported_mortality_events_by_ses.csv,5709,9e77ace8fa1c59553f0fda2c6e6159c158d5e73cb95849f9089e4df25da95499
results/original_analysis/03_formal_risksets/wealth_entry_wave_cutpoints.csv,2052,a75cd86ea98a6351577213e3d2b52a54b2c87c1bb941e83105b3473d5604ce02
results/original_analysis/04_formal_point/annual_transition_probabilities.csv,929516,5e3e5c25323943f815dd6073ba23ba96d3152a46ac1d5f142b50c586c013e09b
results/original_analysis/04_formal_point/country_heterogeneity_point_screen.csv,942,ab9fc60fb6cccf276f57b85afa98eac2e1fdc7ef98dc3b85bd50bf985433ee58
results/original_analysis/04_formal_point/life_expectancy_point_estimates.csv,2648,240941c3b691df591563b3797009161c0eef69355653e939a851659c8e0408d4
results/original_analysis/04_formal_point/low_high_absolute_gaps.csv,2894,50d0323c4faccc339e94009040354648fffcfee4c72e6d28a6db87eb7e3230c9
results/original_analysis/04_formal_point/model_coefficients_checkpoint.csv,109599,5e721255ea62cf7e693b0de7090face6d5b44c5a6fc211f77bf8d83668e428b9
results/original_analysis/04_formal_point/model_coefficients_model_based.csv,109598,12a3661c049c7c36ab847aa0e941f2330e75e5f9799754be51f223954b867c58
results/original_analysis/04_formal_point/model_convergence_qc.csv,11550,8a044af3aeed1f08cec26d1d8d9f2f511d870ec962e7b20484962ada0fc21f15
results/original_analysis/04_formal_point/model_convergence_qc_checkpoint.csv,11550,8a044af3aeed1f08cec26d1d8d9f2f511d870ec962e7b20484962ada0fc21f15
results/original_analysis/04_formal_point/point_promotion_screen.csv,678,82372e22de0e855c36c823f84d7166e326f47cca63750c27104aaa8049a985cc
results/original_analysis/04_formal_point/shapley_decomposition_point.csv,11604,545d547c62b5f6e975f02102f673dd0838d6f92b607521730cb8828ca3850f74
results/original_analysis/04_formal_point/standardized_annual_hazards.csv,547204,2c92d09a5d34ab2cdcdf78b01a4d7f5e76fa73312aa7fcba8f39172fa43a04dc
results/original_analysis/04_formal_point/standardized_annual_hazards_checkpoint.csv,547204,2c92d09a5d34ab2cdcdf78b01a4d7f5e76fa73312aa7fcba8f39172fa43a04dc
results/original_analysis/04_formal_point/state_occupancy_trace.csv,382544,d9e112de868a749fcf164dce11dcc76cb69f40acaa2dc596a35539ebe87ea07a
results/original_analysis/05_bootstrap_final/bootstrap_charls_qc.csv,61869,e84ef313d1691f776f6c6d990d6fb33093ab3478a48123cbd748eaccb0632d63
results/original_analysis/05_bootstrap_final/bootstrap_charls_replicates.csv,368907,9f3266c8b826e57221b87ee19357fe3b5553153b9b52ee35d8fbb1d26fdcf468
results/original_analysis/05_bootstrap_final/bootstrap_charls_wealth_cutpoint_audit.csv,55020,eb151b9a940f06cc7da52f817f6a7968d439ad259cce1183b3fd336ecc017d61
results/original_analysis/05_bootstrap_final/bootstrap_elsa_qc.csv,59936,1a1e445ac86c4f3622425769be957177ef911120753ee0cda1bf6943341b5354
results/original_analysis/05_bootstrap_final/bootstrap_elsa_replicates.csv,369448,003c0c35cc4426a7d35ab42300481a6e873f841069bdd381583f6c93dc769df6
results/original_analysis/05_bootstrap_final/bootstrap_elsa_wealth_cutpoint_audit.csv,260969,0ce4ed6a9cb5bf4f24bdb2b3e470e3565469646fc7bd9abd8c0e02e2ebff8d66
results/original_analysis/05_bootstrap_final/bootstrap_hrs_qc.csv,54940,f527349dfefd458d3969a3777697016ca3c560920077488fe6bb092a16085798
results/original_analysis/05_bootstrap_final/bootstrap_hrs_replicates.csv,367960,da14c73fd5792596f605c7350cf1fd09aff62abf03f7d435127928aaae452674
results/original_analysis/05_bootstrap_final/bootstrap_hrs_shard_merge_audit.csv,167,8c15e1a8ae6b606ab13f4f16a7ca206dd363955b9207285013e5d1d06f205162
results/original_analysis/05_bootstrap_final/bootstrap_hrs_wealth_cutpoint_audit.csv,364842,5212305ef4671fe90559ba8197e9111a7fde1902619e0d158351bfc81dc94eec
results/original_analysis/05_bootstrap_final/bootstrap_mhas_qc.csv,59958,27b1237613ec5bd76d56ad5555b0e65b1c3872de5d20630ffe75109eeac0a8a1
results/original_analysis/05_bootstrap_final/bootstrap_mhas_replicates.csv,370465,cb194707c749af57f1cd942f33a74e64109a713b569e3fb189319be8a6c46841
results/original_analysis/05_bootstrap_final/bootstrap_mhas_wealth_cutpoint_audit.csv,171016,68bb195e1479adbfd26cacd2c36d2919389ed9e8376252d1cd6eaabe34d63ec7
results/original_analysis/06_bootstrap_summary_final/bootstrap_percentile_intervals.csv,21629,8dea4a80cd67d02c9b045c51755665cdc1f3604ec094f42a188c53eb69913a5a
results/original_analysis/06_bootstrap_summary_final/bootstrap_promotion_decision.csv,716,112cc7f6758e53fe1eb8dd48eb65d4ea3214bd888889ca4098e50cf03d01c069
results/original_analysis/06_bootstrap_summary_final/bootstrap_validity_qc.csv,886,5444a0d31ccae2c0e4f81a62f137fdafe215170de02afa33ac298843f86bc3ba
results/original_analysis/06_bootstrap_summary_final/mechanism_promotion_by_cohort.csv,2091,e3a4629535b782237b1a7f9e000866adcb61e27fc1bdb6543c991d49bd99f4a8
results/original_analysis/06_bootstrap_summary_final/pairwise_country_heterogeneity.csv,6766,1368915d13099fed6ae21e044c513c6ee425ba26ea67bcce826d52e3436c070a
results/original_analysis/07_sensitivity_point/primary_reproduction_decomposition_detail.csv,3562,40f1cffb629c14d3398b98877e788b6b991d5f4167fc6e433d8c54f053f86b68
results/original_analysis/07_sensitivity_point/primary_reproduction_gap_detail.csv,631,ec05396a072c2c2c1477effc190361e67b971a85d1902ba9599d967b5c440a55
results/original_analysis/07_sensitivity_point/primary_reproduction_qc.csv,140,0250d3d51fee2fed42c00044e04a9039f3dca82023897f11037c727aae84ae52
results/original_analysis/07_sensitivity_point/sensitivity_direction_and_magnitude.csv,11824,c5651ed58c0a5a4f70196f9e1b6d365689c7816ea958cd9bb53c6ea781da529b
results/original_analysis/07_sensitivity_point/sensitivity_life_expectancy.csv,22238,0b8c38e54d477fc4802e3597eb2ed6e792127ecd7ba1c6a2cb210d322509cc56
results/original_analysis/07_sensitivity_point/sensitivity_model_coefficients.csv,398024,02c32143016e1336a0fd06faef326d078dda8d87227ecb5db234f05ce19f9c59
results/original_analysis/07_sensitivity_point/sensitivity_model_qc.csv,35269,dc217a5a10c6c141afcdb2700daf9545ae206659a85327c64af08e1366ae412b
results/original_analysis/07_sensitivity_point/sensitivity_rate_support_qc.csv,21182,bc4a082ab8d4463aab519750b44d30d560b02b6a121c986849b1a9bf59364e0a
results/original_analysis/07_sensitivity_point/sensitivity_shapley_decomposition.csv,25752,a8789efa58bae1b076f536bc5f567971bdcccdc0f58a42b862c9c5e7c1a55fe6
results/original_analysis/07_sensitivity_point/sensitivity_specifications.csv,377,43e262abacf57fe7c68514e46e3d6eadedc3b925933e74361ab622900629c239
results/original_analysis/07_sensitivity_point/sensitivity_standardized_annual_hazards.csv,2393816,42d249f1ea7d731dafa48a745522e88f3b4779eec1080df66f8bb5a5379f9a46
results/original_analysis/07_sensitivity_point/sensitivity_summary.csv,8142,30055eb3cad00f82f2c93eb297ac224a2723e4b2a93dd9fda79a28bb8fcfe8d1
results/original_analysis/08_submission_tables_final/Table1_absolute_life_year_gaps.csv,1930,ddf0d5cc5182bb0a25ba4cf8663710788235c4c6e8261dbff4245a0b0fc6f439
results/original_analysis/08_submission_tables_final/Table2_recovery_relapse_mechanism.csv,1490,5fe3c7356231b52ef53586e1579c1d35beae332e7db25840687f4b3ac1bb281e
results/original_analysis/08_submission_tables_final/TableS1_gate0_event_counts.csv,450,d1415cacd709df043e12e370ab453a2ddadba0ae133acd0d584da8a30a8c1e0f
results/original_analysis/08_submission_tables_final/TableS2_shapley_contributions.csv,3601,060f1d55883ddea354a60a4f1874b7023b740845851a95056ee96fbbf4155ee3
results/original_analysis/08_submission_tables_final/TableS3_transition_hazard_ratios.csv,3044,91da61477a67a991ce4c957f1914eb03aa9a191104e5ae1d652a58d9d822fbe0
results/original_analysis/08_submission_tables_final/TableS4_binding_promotion_decision.csv,716,112cc7f6758e53fe1eb8dd48eb65d4ea3214bd888889ca4098e50cf03d01c069
results/original_analysis/08_submission_tables_final/TableS5_sensitivity_direction_and_magnitude.csv,11824,c5651ed58c0a5a4f70196f9e1b6d365689c7816ea958cd9bb53c6ea781da529b
results/original_analysis/08_submission_tables_final/TableS6_threshold_gate0_event_counts.csv,997,080fcecd3e8800f901d8779779b4dc58d3496ec9615b9756bfd52377645b979f
results/original_analysis/08_submission_tables_final/TableS7_threshold_mechanism_sensitivity.csv,2249,7499d99ef5bc736ab4e7ad7b5a412d57b17dfd161692d2e63d300bf70d015103
results/original_analysis/09_threshold_sensitivity/adl_only/annual_transition_probabilities.csv,929039,2def1c36cdf887661178e74124997b150bcdc84c05e764daa20588045b444c54
results/original_analysis/09_threshold_sensitivity/adl_only/country_heterogeneity_point_screen.csv,936,7ec6b6e6b9e98238d9aca8ffc0afce7e744c35a3d225494f38766372484c7188
results/original_analysis/09_threshold_sensitivity/adl_only/life_expectancy_point_estimates.csv,2613,f8419faa7fa1957ff9942c4335123eaa95f595653f093906fce78336f261b7af
results/original_analysis/09_threshold_sensitivity/adl_only/low_high_absolute_gaps.csv,2890,a2eed8e82595cb1e77e228b01c83ce161f9bddf4acbe5941b4a5ed52e8156bc1
results/original_analysis/09_threshold_sensitivity/adl_only/model_coefficients_checkpoint.csv,109504,08c9dbfe7a8953dc513a7f805f9275527878da5159929e8832bfbe9a9e2a10eb
results/original_analysis/09_threshold_sensitivity/adl_only/model_coefficients_model_based.csv,109504,08c9dbfe7a8953dc513a7f805f9275527878da5159929e8832bfbe9a9e2a10eb
results/original_analysis/09_threshold_sensitivity/adl_only/model_convergence_qc.csv,11546,48158958e13f58a22c73add1816e3c97497403d270533c0f342f1c7d22c924f8
results/original_analysis/09_threshold_sensitivity/adl_only/model_convergence_qc_checkpoint.csv,11546,48158958e13f58a22c73add1816e3c97497403d270533c0f342f1c7d22c924f8
results/original_analysis/09_threshold_sensitivity/adl_only/point_promotion_screen.csv,686,82a79fa37d2ba163fc479f690326676890bdff50869e71c959f54b5be656fd4e
results/original_analysis/09_threshold_sensitivity/adl_only/shapley_decomposition_point.csv,11612,f3232a0942616102b449d450c2290cd2ce26bad98c41e525a62c707afa3ce4d0
results/original_analysis/09_threshold_sensitivity/adl_only/standardized_annual_hazards.csv,546094,0030dfbab369658d1dde14b9d237811e751b0f46c16beee3255c4504643f114d
results/original_analysis/09_threshold_sensitivity/adl_only/standardized_annual_hazards_checkpoint.csv,546094,0030dfbab369658d1dde14b9d237811e751b0f46c16beee3255c4504643f114d
results/original_analysis/09_threshold_sensitivity/adl_only/state_occupancy_trace.csv,383081,470146310686576641b698eb478db4792fc8c4c4e0b1c64ea9b1b4aaca682493
results/original_analysis/09_threshold_sensitivity/at_least_two/annual_transition_probabilities.csv,929332,636a9e34972dd75a659c9d0b3fccb1377d9c291de3cb2371f2b17b3605db128b
results/original_analysis/09_threshold_sensitivity/at_least_two/country_heterogeneity_point_screen.csv,931,5ef4fb7e9d9cd6a95befb7ba707f1493fdc990010708f5c3a90757869114c16b
results/original_analysis/09_threshold_sensitivity/at_least_two/life_expectancy_point_estimates.csv,2591,88c3cd1f1b60e974a60dff24d0dcbada768f12970a5c6060a3b534650dcdb1bd
results/original_analysis/09_threshold_sensitivity/at_least_two/low_high_absolute_gaps.csv,2895,f48eb6b7aac4d52dce50668198efae9b11d4b2138ccfbe92fa0fc4d58b9978e4
results/original_analysis/09_threshold_sensitivity/at_least_two/model_coefficients_checkpoint.csv,109266,d004ddef763d438c985c709ffc95709fa4d6253b3075aed63d16d9632dd255d3
results/original_analysis/09_threshold_sensitivity/at_least_two/model_coefficients_model_based.csv,109267,25c8038162d09e0ab5283719c56b92ec71481d45e39c87eb1f1215abed09b6d2
results/original_analysis/09_threshold_sensitivity/at_least_two/model_convergence_qc.csv,11517,a1dec8799ffd294a1bd8ce1c9be5b4052210613a02216eeb12dd84f8866c3f3c
results/original_analysis/09_threshold_sensitivity/at_least_two/model_convergence_qc_checkpoint.csv,11517,a1dec8799ffd294a1bd8ce1c9be5b4052210613a02216eeb12dd84f8866c3f3c
results/original_analysis/09_threshold_sensitivity/at_least_two/point_promotion_screen.csv,696,92b49767d62026cc52272749ccdb43744ca319f28895943f8d830f9eb0bbab62
results/original_analysis/09_threshold_sensitivity/at_least_two/shapley_decomposition_point.csv,11604,74138d7728ae41c3549ec529efdb483953fde6866b2f7b01dfa2175259da83cd
results/original_analysis/09_threshold_sensitivity/at_least_two/standardized_annual_hazards.csv,546248,026b728ac53f73623cdeaa39cf753442257cd2338591bbc744f31a0da6e29b05
results/original_analysis/09_threshold_sensitivity/at_least_two/standardized_annual_hazards_checkpoint.csv,546248,026b728ac53f73623cdeaa39cf753442257cd2338591bbc744f31a0da6e29b05
results/original_analysis/09_threshold_sensitivity/at_least_two/state_occupancy_trace.csv,384654,737c71b0cca73c6fb573886479ab1a88ad80e1a9f2ea703df99d392b4686c60a
results/original_analysis/09_threshold_sensitivity/permissive_partial/permissive_partial_isolated_fit_coefficients.csv,716,68e99ab4982c325eb4da70c21c8d0d64f248701b0e2f56440bd0a7bfca8375c7
results/original_analysis/09_threshold_sensitivity/permissive_partial/permissive_partial_model_stop_diagnostic.csv,320,f3cb249541046d6401c99fe923f0d8b304ede80280ec91f73d6538a90206b1cb
results/original_analysis/09_threshold_sensitivity/permissive_partial/permissive_partial_stop_event_support.csv,437,46ae8e3d4c5900fb67bcea34f9649ba8d037ecec67a534c282e167cdf2265c50
results/original_analysis/09_threshold_sensitivity/threshold_gate0_event_counts.csv,997,080fcecd3e8800f901d8779779b4dc58d3496ec9615b9756bfd52377645b979f
results/original_analysis/09_threshold_sensitivity/threshold_mortality_gate.csv,832,110410a37f0837191f79d0b43c7af45c78006380abc27e0d2ac964384e2479a8
results/original_analysis/09_threshold_sensitivity/threshold_wave_state_missingness.csv,5330,6e596cfc9ffbb5951299690b2b6f341c2d8c6949fcd3ce20db675cf23344e800
results/original_analysis/10_exploratory_upgrade_support/age_band_recovery_relapse_support.csv,7632,fd684c25f5a31410d6f6ff46f310ad1fe6cd56046bd752994fa041940854c298
results/original_analysis/10_exploratory_upgrade_support/joint_ses_person_support.csv,400,8bf7d7814b7c488fbe2d3581403412201466ab98ee4d9d6f35f4882e8ba89d34
results/original_analysis/10_exploratory_upgrade_support/joint_ses_process_support.csv,4476,7855a13f1002363dc14ac970ff332cc49b375c9303a185d675d8436d75b7fc8a
results/original_analysis/10_exploratory_upgrade_support/module_support_decision.csv,149,935e7162ce85155e447549e0f6a99059ede4ea0ab8a85f7f455e65a6d8cfb65d
results/original_analysis/10_exploratory_upgrade_support/module_support_gate_by_cohort.csv,416,a8ef010c4686d6c86fb7549389b723ed616c7bc19533088105fb29bc5cf4dbc2
results/original_analysis/10_exploratory_upgrade_support/recovery_phase_mortality_support.csv,2083,048427616290ee07bf61c7338955917330546c5d44b2ebe07c511687e846f5f8
results/original_analysis/10_exploratory_upgrade_support/recovery_phase_relapse_support.csv,2078,9e49fc842b99a78ed6cc19cf926b38b1c36b8acef457df224aa2cfbd398c8b3f
results/original_analysis/10_exploratory_upgrade_support/sex_process_support.csv,9954,6cca646fdc95dae93855fc813d3ee016466f0e02779322d18fcc4705829ad25d
results/original_analysis/11_exploratory_upgrade_point/age_interaction_elsa_onset_recheck.csv,461,b0c6d25d2d477f583025e8bda978bd7d86202de51b3941f3ba8f85f8bc248085
results/original_analysis/11_exploratory_upgrade_point/life_expectancy_point_estimates.csv,4311,36daf43f96f60c2c89eb4b495d50f071707cb58ff72c3b141e6e416668699566
results/original_analysis/11_exploratory_upgrade_point/low_education_wealth_compensation_point_screen.csv,549,0d18d3757e0ba47fc1b42c1ebe770fc186dcfa9b7f2ca5b58b581568162e7b3d
results/original_analysis/11_exploratory_upgrade_point/low_high_absolute_gaps.csv,4877,b746ee4bc9168fe371bdbef1a81f75fd97c403b8bcf0ec722b9f1b05add9be01
results/original_analysis/11_exploratory_upgrade_point/model_coefficients_model_based.csv,124205,deafabe86daf85ef28eded7b4f42476c1dca82fc8820235bee87119c914e75af
results/original_analysis/11_exploratory_upgrade_point/model_convergence_qc.csv,12074,b9055f1f34e06e8970c6ecd9aecee29793101b168ee9ef060c399da554be8b3e
results/original_analysis/11_exploratory_upgrade_point/module_point_promotion_screen.csv,1161,ae0bdc32effdd728a00bd4d8e2475e5d50b01f779c4c34e43296368c87762fa4
results/original_analysis/11_exploratory_upgrade_point/recovery_phase_model_contrasts.csv,1920,0c6c69c7e225b7cbd3c80c80888ee3640f2cff765af4fb88744d78d87ffbee88
results/original_analysis/11_exploratory_upgrade_point/recovery_phase_model_qc.csv,1017,88a6d8fa8e8ed53a2c0b79f84a8cb84938d6bc4d23d77314b962a4f23615228f
results/original_analysis/11_exploratory_upgrade_point/recovery_phase_standardized_rate_ratios.csv,2566,9d04d13bd410a2464fdf93edf11fbe8cef470e4b64aa3478c1c4e790e64e8990
results/original_analysis/11_exploratory_upgrade_point/sex_difference_point_screen.csv,880,5b841f3ce782a545998cb7924b06a54af536e315e0a3d036060d91917e7a18bb
results/original_analysis/11_exploratory_upgrade_point/shapley_decomposition_point.csv,20183,0b54d8d5bbd83e43cea7b64c52e69fafcdf51d4ec6894cf4c04bed5099ba850b
results/original_analysis/11_exploratory_upgrade_point/standardized_annual_hazards.csv,895600,71b5adbb36fa5399e27c58a71367ae47df99f348a9a99b00cee2b250064a795d
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_metric_qc_filter_audit.csv,101,efb411cdbb34a524f1873612b61f122859ad3a1322f2f4e3f00f1d88fb5036f2
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_metric_source_overlap_audit.csv,102747,211947644bc89173607378f9fd945292381716651e0dafc1493275ed6d95e967
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_percentile_intervals.csv,32591,adf76d9cf8c5d440529e5867f73c3e358cbb16463f8e3fc8580f05444436d017
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_qc_consolidated.csv,421773,9b5aea78d89db896087228c1211a77286729a7683a9b215daed42dd40c0065c6
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_qc_source_overlap_audit.csv,1879,a496b4953675efbe96353054f8c9323535120c111e8a4a7d82f7541b27ed61a0
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_valid_metrics_consolidated.csv,8646595,e6d9906d9ccdbc8d387b5e3bd700dfe0a9035a088ae73543f14d0be0489c160d
results/original_analysis/13_exploratory_bootstrap_summary_final/bootstrap_validity_qc.csv,2120,e57a634b24fcdde6a78df975b2139faf44bddd02b3eb8572dc028619449c19d0
results/original_analysis/13_exploratory_bootstrap_summary_final/exploratory_upgrade_decision.csv,748,74ab50f7c9ea168af5b396dd8a46cb4020a6825d58bc1834b65f44f5ba651bbd
results/original_analysis/13_exploratory_bootstrap_summary_final/low_education_wealth_country_heterogeneity.csv,10740,671da851e70c3fd537f795287f65007f237279ecbc73c3106dbc1fe51aa06341
results/original_analysis/13_exploratory_bootstrap_summary_final/low_education_wealth_mhas_contrast_screen.csv,1070,92b5e541a715e3fb279738de89ee31284c686f54414342cac29f1af8617aa237
results/original_analysis/13_exploratory_bootstrap_summary_final/low_education_wealth_promotion_by_cohort.csv,1186,a2140ef28c6113a18496ca71abbadfbab5dfa13c5ab9ea873d8380bf0b9a389b
results/original_analysis/13_exploratory_bootstrap_summary_final/recovery_phase_promotion_by_cohort.csv,2070,9ded9e979669251b4ba9a61f9c19b47af71861e3b28dbc8ae6d9c6ac73c703b4
results/original_analysis/13_exploratory_bootstrap_summary_final/sex_heterogeneity_promotion_by_cohort.csv,973,05984853a4934157132ccaf4f18486d22e9b21bc9499cd2525b8ff785a6e549e
results/original_analysis/14_recovery_exhaustion_support/recovery_exhaustion_support_decision.csv,98,ab7e7ada6f1126270d2c80a1c10749ab893b21742cbe4dab0b24ea016a8b7ea9
results/original_analysis/14_recovery_exhaustion_support/recovery_exhaustion_support_gate_by_cohort.csv,267,d1dde3effdfb335699f76a4627c78cd59e55f7c3449f895885a66ea11a20bb51
results/original_analysis/14_recovery_exhaustion_support/recovery_origin_wealth_support.csv,1118,80851522771737b566b4bfa45062b876421750212534f1976b69198a4c602220
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/life_expectancy_point_estimates.csv,1591,d02a1245f9824f1489539439a6f0e5bdee7699cd1fe54e652af98aebea4f3e96
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/low_education_wealth_compensation_point_screen.csv,553,cf88b59c62d80e1dec350cf57fa9136e2f503bd6d7ad8d34e30431ab64f59d63
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/low_high_absolute_gaps.csv,1772,4898b1609c135b5d83d5a4134dcbbdc783d8249f20caf131a40b7296f328fb12
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/model_coefficients_model_based.csv,58790,d8ea8ea2f9a347ff06d761e9dd8fcb8c1c0e26b309ebe81963f12442c1de6f9c
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/model_convergence_qc.csv,6037,a3763ec4f052ff485aec0b3c06f2bed3175f10923a3b7aa9c633d069222f864c
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/module_point_promotion_screen.csv,497,87791e4ee41c51e972f72f6ec6961e5af9119b19037a596e238e9dcbb9125986
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/recovery_phase_model_contrasts.csv,1922,a817dbb46f8860d7c75fc7f5a0aebb250435f7d73d7e48dd2755346ca8d920dd
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/recovery_phase_model_qc.csv,1016,cd07d67de9840da5ea276cb4c9a9e072281aa5c8d7dd7fd8e3d712feb3e0f361
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/recovery_phase_standardized_rate_ratios.csv,2567,304bd545bd98840ba0e55798fafebb118e94db3cf094717c92b4dd3e18377a58
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/sex_difference_point_screen.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/shapley_decomposition_point.csv,7303,3e51c7aac86355ae75f50a31072c5cb5f6ff05d923ea343d6195dc2ca24ac68f
results/original_analysis/15_exploratory_sensitivity_exclude_explicit_proxy/standardized_annual_hazards.csv,328591,c259cb6c8bf6dae09ccf400bcf782b51eb7d82c65e33f66b619fcf79beacf71a
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/life_expectancy_point_estimates.csv,1649,3187dae382140b25e0e12876219a36a06c7e363d80d33f6d4aa9ba7aa38eb668
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/low_education_wealth_compensation_point_screen.csv,549,f88cd36dbf2296915944a3f6a80127d06aa04ac973328058adc4e00717426adb
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/low_high_absolute_gaps.csv,1788,d40844e8e0b0bf1529fa602b07b6ca94281b8e68c2f2e7d865870fbbfe625221
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/model_coefficients_model_based.csv,60473,c0e9bd43ad70659e479905a065c64f3671ba7aec12d63c6da43a9cc9769636f3
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/model_convergence_qc.csv,6200,d92c4e0b1fd8ba995126b2c6939a27d67bef584bd3f8db64a0b2ee302d2e61fb
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/module_point_promotion_screen.csv,494,df4cbc09acbe96c2f46b181f1d0038b2cfefc5acb2515bc41ae324a617e80117
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/recovery_phase_model_contrasts.csv,1919,b06a8407122270ecd6e6528779255dd06d1faaca7a8188b651a4397d8d2136d9
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/recovery_phase_model_qc.csv,1010,b424c85e4d7f3acfaca9e9eed464e52686035fd900c786c168b0d53d21f8d282
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/recovery_phase_standardized_rate_ratios.csv,2565,212f5fa514561d5bab78555abb4f9e3d92294afbc186c645b7b55514d6c17f00
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/sex_difference_point_screen.csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/shapley_decomposition_point.csv,7276,8ad6eb3ff8039e979bf510e26e4771177db50227eb692734dfe08f8b270a6882
results/original_analysis/15_exploratory_sensitivity_interval_1_to_3_years/standardized_annual_hazards.csv,328403,3c4c249513fd8d6de0211a8653dacbeda659344cbe9dd1363e58d5ee8f459524
results/original_analysis/15_exploratory_sensitivity_unweighted/life_expectancy_point_estimates.csv,1635,6e3b1af6a946ef26b465bea33935b2d582f3e902ea3ae42fa6e4671bf5650e45
results/original_analysis/15_exploratory_sensitivity_unweighted/low_education_wealth_compensation_point_screen.csv,548,7f8ad26383756905a70cf42f55ef3f2bf3852ea6f057a8641e8cc52469530696
results/original_analysis/15_exploratory_sensitivity_unweighted/low_high_absolute_gaps.csv,1759,c561d95615a63491ec8ead5db49f125400dc28496fe68771cc3b62288e517967
results/original_analysis/15_exploratory_sensitivity_unweighted/model_coefficients_model_based.csv,60644,b9aa0104a5c98a0dd3c87623b50db6ebca6999b89ce96b22e52e4095fdb29694
