"source_role","source_path","variable","storage_class","variable_label","value_labels","search_text"
"temp_charls2020","restricted_source/charls2020.dta","r5parkinson","numeric","","","r5parkinson "
"temp_charls2020","restricted_source/charls2020.dta","hh5cperc","numeric","","","hh5cperc "
"temp_charls2020","restricted_source/charls2020.dta","h5child","numeric","","","h5child "
"temp_charls2020","restricted_source/charls2020.dta","r5pension","numeric","RECODE of ba014 (How Ofen are Social Pensions Paid)","","r5pension RECODE of ba014 (How Ofen are Social Pensions Paid)"
"temp_charls2020","restricted_source/charls2020.dta","r5ins","numeric","RECODE of ba016 (How Much Does Social Medical Insurance Cost Per Year)","","r5ins RECODE of ba016 (How Much Does Social Medical Insurance Cost Per Year)"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s1","numeric","ba017==     1.0000","","r5ea001s1 ba017==     1.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s2","numeric","ba017==     2.0000","","r5ea001s2 ba017==     2.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s3","numeric","ba017==     3.0000","","r5ea001s3 ba017==     3.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s4","numeric","ba017==     4.0000","","r5ea001s4 ba017==     4.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s5","numeric","ba017==     5.0000","","r5ea001s5 ba017==     5.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5ea001s11","numeric","ba017==     6.0000","","r5ea001s11 ba017==     6.0000"
"temp_charls2020","restricted_source/charls2020.dta","r5satlife","numeric","RECODE of dc026 (Life Satisfication)","","r5satlife RECODE of dc026 (Life Satisfication)"
"temp_charls2020","restricted_source/charls2020.dta","r5adlab_c","numeric","","","r5adlab_c "
"temp_charls2020","restricted_source/charls2020.dta","r5iadl","numeric","","","r5iadl "
"temp_charls2020","restricted_source/charls2020.dta","h5fcamt","numeric","","","h5fcamt "
"temp_charls2020","restricted_source/charls2020.dta","h5tcamt","numeric","","","h5tcamt "
"temp_charls2020","restricted_source/charls2020.dta","hh5itot","numeric","","","hh5itot "
"temp_charls2020","restricted_source/charls2020.dta","r5doctor1m","numeric","RECODE of da005 (Out-patient Service)","","r5doctor1m RECODE of da005 (Out-patient Service)"
"temp_charls2020","restricted_source/charls2020.dta","r5hosp1y","numeric","RECODE of da007 (In-patient Service)","","r5hosp1y RECODE of da007 (In-patient Service)"
"temp_charls2020","restricted_source/charls2020.dta","r5fall_down","numeric","RECODE of da022 (Fallen Down since ZIWTime)","","r5fall_down RECODE of da022 (Fallen Down since ZIWTime)"
"temp_charls2020","restricted_source/charls2020.dta","r5hip","numeric","RECODE of da025 (Fractured Hip since ZIWTime)","","r5hip RECODE of da025 (Fractured Hip since ZIWTime)"
"temp_charls2020","restricted_source/charls2020.dta","r5vgactime","numeric","","","r5vgactime "
"temp_charls2020","restricted_source/charls2020.dta","r5mdactime","numeric","","","r5mdactime "
"temp_charls2020","restricted_source/charls2020.dta","r5ltactime","numeric","","","r5ltactime "
"temp_charls2020","restricted_source/charls2020.dta","r5sati_child","numeric","RECODE of dc027 (Chidren Satisfication)","","r5sati_child RECODE of dc027 (Chidren Satisfication)"
"temp_charls2020","restricted_source/charls2020.dta","r5memory","numeric","RECODE of dc006 (Self-Rated Memory)","","r5memory RECODE of dc006 (Self-Rated Memory)"
"temp_charls20","restricted_source/charls20.dta","ID","character","Individual ID","","ID Individual ID"
"temp_charls20","restricted_source/charls20.dta","householdID","character","Household ID","","householdID Household ID"
"temp_charls20","restricted_source/charls20.dta","communityID","character","Community ID","","communityID Community ID"
"temp_charls20","restricted_source/charls20.dta","r5gender","haven_labelled/vctrs_vctr/double","Interviewer record R's gender","1 Male=1 | 2 Female=2","r5gender Interviewer record R's gender"
"temp_charls20","restricted_source/charls20.dta","zrbirthyear","numeric","ZRBirthYear","","zrbirthyear ZRBirthYear"
"temp_charls20","restricted_source/charls20.dta","r5hibpe","numeric","Diagnosed Disease [1]","","r5hibpe Diagnosed Disease [1]"
"temp_charls20","restricted_source/charls20.dta","r5dyslipe","numeric","Diagnosed Disease [2]","","r5dyslipe Diagnosed Disease [2]"
"temp_charls20","restricted_source/charls20.dta","r5diabe","numeric","Diagnosed Disease [3]","","r5diabe Diagnosed Disease [3]"
"temp_charls20","restricted_source/charls20.dta","r5cancre","numeric","Diagnosed Disease [4]","","r5cancre Diagnosed Disease [4]"
"temp_charls20","restricted_source/charls20.dta","r5lunge","numeric","Diagnosed Disease [5]","","r5lunge Diagnosed Disease [5]"
"temp_charls20","restricted_source/charls20.dta","r5livere","numeric","Diagnosed Disease [6]","","r5livere Diagnosed Disease [6]"
"temp_charls20","restricted_source/charls20.dta","r5hearte","numeric","Diagnosed Disease [7]","","r5hearte Diagnosed Disease [7]"
"temp_charls20","restricted_source/charls20.dta","r5stroke","numeric","Diagnosed Disease [8]","","r5stroke Diagnosed Disease [8]"
"temp_charls20","restricted_source/charls20.dta","r5kidneye","numeric","Diagnosed Disease [9]","","r5kidneye Diagnosed Disease [9]"
"temp_charls20","restricted_source/charls20.dta","r5digeste","numeric","Diagnosed Disease [10]","","r5digeste Diagnosed Disease [10]"
"temp_charls20","restricted_source/charls20.dta","r5psyche","numeric","Diagnosed Disease [11]","","r5psyche Diagnosed Disease [11]"
"temp_charls20","restricted_source/charls20.dta","r5memrye","numeric","Diagnosed Disease [12]","","r5memrye Diagnosed Disease [12]"
"temp_charls20","restricted_source/charls20.dta","r5arthre","numeric","Diagnosed Disease [14]","","r5arthre Diagnosed Disease [14]"
"temp_charls20","restricted_source/charls20.dta","r5asthmae","numeric","Diagnosed Disease [15]","","r5asthmae Diagnosed Disease [15]"
"temp_charls20","restricted_source/charls20.dta","r5hibpe_self","numeric","Self-known Disease [1]","","r5hibpe_self Self-known Disease [1]"
"temp_charls20","restricted_source/charls20.dta","r5lunge_self","numeric","Self-known Disease [5]","","r5lunge_self Self-known Disease [5]"
"temp_charls20","restricted_source/charls20.dta","r5psyche_self","numeric","Self-known Disease [11]","","r5psyche_self Self-known Disease [11]"
"temp_charls20","restricted_source/charls20.dta","r5doctim1m","numeric","Out-patient Service Times","","r5doctim1m Out-patient Service Times"
"temp_charls20","restricted_source/charls20.dta","r5hsptim1y","numeric","In-patient Service Times","","r5hsptim1y In-patient Service Times"
"temp_charls20","restricted_source/charls20.dta","r5da042s1","numeric","Body Parts Feeling Pain","","r5da042s1 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s2","numeric","Body Parts Feeling Pain","","r5da042s2 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s3","numeric","Body Parts Feeling Pain","","r5da042s3 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s4","numeric","Body Parts Feeling Pain","","r5da042s4 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s5","numeric","Body Parts Feeling Pain","","r5da042s5 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s6","numeric","Body Parts Feeling Pain","","r5da042s6 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s7","numeric","Body Parts Feeling Pain","","r5da042s7 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s8","numeric","Body Parts Feeling Pain","","r5da042s8 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s9","numeric","Body Parts Feeling Pain","","r5da042s9 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s10","numeric","Body Parts Feeling Pain","","r5da042s10 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s11","numeric","Body Parts Feeling Pain","","r5da042s11 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s12","numeric","Body Parts Feeling Pain","","r5da042s12 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s13","numeric","Body Parts Feeling Pain","","r5da042s13 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s14","numeric","Body Parts Feeling Pain","","r5da042s14 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5da042s15","numeric","Body Parts Feeling Pain","","r5da042s15 Body Parts Feeling Pain"
"temp_charls20","restricted_source/charls20.dta","r5sleep_night","numeric","During Last Month Average Hours of Actual Sleep","","r5sleep_night During Last Month Average Hours of Actual Sleep"
"temp_charls20","restricted_source/charls20.dta","r5sleep_nap","numeric","During Last Month Time for a Nap after Lunch","","r5sleep_nap During Last Month Time for a Nap after Lunch"
"temp_charls20","restricted_source/charls20.dta","r5vgactx_c","numeric","Days with Intensive Physical Activity","","r5vgactx_c Days with Intensive Physical Activity"
"temp_charls20","restricted_source/charls20.dta","r5mdactx_c","numeric","Days with Moderate Physical Activity","","r5mdactx_c Days with Moderate Physical Activity"
"temp_charls20","restricted_source/charls20.dta","r5ltactx_c","numeric","Days with Light Physical Activity","","r5ltactx_c Days with Light Physical Activity"
"temp_charls20","restricted_source/charls20.dta","r5act_1","numeric","Activities in Last Month","","r5act_1 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_2","numeric","Activities in Last Month","","r5act_2 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_3","numeric","Activities in Last Month","","r5act_3 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_4","numeric","Activities in Last Month","","r5act_4 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_5","numeric","Activities in Last Month","","r5act_5 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_6","numeric","Activities in Last Month","","r5act_6 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_7","numeric","Activities in Last Month","","r5act_7 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5act_8","numeric","Activities in Last Month","","r5act_8 Activities in Last Month"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_1","numeric","Frequency of Activities[1]","","r5freq_act_1 Frequency of Activities[1]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_2","numeric","Frequency of Activities[2]","","r5freq_act_2 Frequency of Activities[2]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_3","numeric","Frequency of Activities[3]","","r5freq_act_3 Frequency of Activities[3]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_4","numeric","Frequency of Activities[4]","","r5freq_act_4 Frequency of Activities[4]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_5","numeric","Frequency of Activities[5]","","r5freq_act_5 Frequency of Activities[5]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_6","numeric","Frequency of Activities[6]","","r5freq_act_6 Frequency of Activities[6]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_7","numeric","Frequency of Activities[7]","","r5freq_act_7 Frequency of Activities[7]"
"temp_charls20","restricted_source/charls20.dta","r5freq_act_8","numeric","Frequency of Activities[8]","","r5freq_act_8 Frequency of Activities[8]"
"temp_charls20","restricted_source/charls20.dta","r5dressa","numeric","Difficulty with Dressing","","r5dressa Difficulty with Dressing"
"temp_charls20","restricted_source/charls20.dta","r5batha","numeric","Difficulty with Bathing or Showering","","r5batha Difficulty with Bathing or Showering"
"temp_charls20","restricted_source/charls20.dta","r5eata","numeric","Difficulty with Eating","","r5eata Difficulty with Eating"
"temp_charls20","restricted_source/charls20.dta","r5beda","numeric","Difficulty with Getting into or out of Bed","","r5beda Difficulty with Getting into or out of Bed"
"temp_charls20","restricted_source/charls20.dta","r5toilta","numeric","Difficulty with Using the Toilet","","r5toilta Difficulty with Using the Toilet"
"temp_charls20","restricted_source/charls20.dta","r5urina","numeric","Difficulty with Controlling Urination and Defecation","","r5urina Difficulty with Controlling Urination and Defecation"
"temp_charls20","restricted_source/charls20.dta","r5housewka","numeric","Difficulty with Household Chores","","r5housewka Difficulty with Household Chores"
"temp_charls20","restricted_source/charls20.dta","r5mealsa","numeric","Difficulty with Preparing Hot Meals","","r5mealsa Difficulty with Preparing Hot Meals"
"temp_charls20","restricted_source/charls20.dta","r5shopa","numeric","Difficulty with Shopping for Groceries","","r5shopa Difficulty with Shopping for Groceries"
"temp_charls20","restricted_source/charls20.dta","r5phonea","numeric","Difficulty with Making Phone Calls","","r5phonea Difficulty with Making Phone Calls"
"temp_charls20","restricted_source/charls20.dta","r5medsa","numeric","Difficulty with Taking Medications","","r5medsa Difficulty with Taking Medications"
"temp_charls20","restricted_source/charls20.dta","r5moneya","numeric","Difficulty with Managing Money","","r5moneya Difficulty with Managing Money"
"temp_charls20","restricted_source/charls20.dta","r5wthh","numeric","Household Base Weight","","r5wthh Household Base Weight"
"temp_charls20","restricted_source/charls20.dta","r5wthha","numeric","Household Weight with Household Response Adjustment","","r5wthha Household Weight with Household Response Adjustment"
"temp_charls20","restricted_source/charls20.dta","r5wtresp","numeric","Individual Base Weight","","r5wtresp Individual Base Weight"
"temp_charls20","restricted_source/charls20.dta","r5wtrespb","numeric","Individual Weight with Household and Individual Response Adjustment","","r5wtrespb Individual Weight with Household and Individual Response Adjustment"
"temp_charls20","restricted_source/charls20.dta","r5work","numeric","Working","","r5work Working"
"temp_charls20","restricted_source/charls20.dta","r5fret_c","numeric","Preloaded: Retirement LastIW","","r5fret_c Preloaded: Retirement LastIW"
"temp_charls20","restricted_source/charls20.dta","died","numeric","Whether Individual Died","","died Whether Individual Died"
"temp_charls20","restricted_source/charls20.dta","r5iwy","numeric","Interview Year","","r5iwy Interview Year"
"temp_charls20","restricted_source/charls20.dta","r5iwm","numeric","Interview Month","","r5iwm Interview Month"
"temp_charls20","restricted_source/charls20.dta","inw5","numeric","","","inw5 "
"temp_charls20","restricted_source/charls20.dta","exb001_1","numeric","Year of Death","","exb001_1 Year of Death"
"temp_charls20","restricted_source/charls20.dta","exb001_2","numeric","Month of Death","","exb001_2 Month of Death"
"temp_charls20","restricted_source/charls20.dta","exb001_3","numeric","Day of Death","","exb001_3 Day of Death"
"temp_charls20","restricted_source/charls20.dta","exb002","numeric","Solar Calendar or Lunar Calendar","","exb002 Solar Calendar or Lunar Calendar"
"temp_charls20","restricted_source/charls20.dta","h5rural","numeric","RECODE of urban_nbs (Urban or Rural according to NBS)","","h5rural RECODE of urban_nbs (Urban or Rural according to NBS)"
"temp_charls20","restricted_source/charls20.dta","r5birthmonth","numeric","","","r5birthmonth "
"temp_charls20","restricted_source/charls20.dta","r5educ_c","numeric","RECODE of zredu (ZREdu)","","r5educ_c RECODE of zredu (ZREdu)"
"temp_charls20","restricted_source/charls20.dta","r5mstath","numeric","","","r5mstath "
"temp_charls20","restricted_source/charls20.dta","r5hukou","numeric","","","r5hukou "
"temp_charls20","restricted_source/charls20.dta","r5shlta","numeric","RECODE of da001 (Self-Reported Health Status)","","r5shlta RECODE of da001 (Self-Reported Health Status)"
"temp_charls20","restricted_source/charls20.dta","r5adlab_c","numeric","","","r5adlab_c "
"temp_charls20","restricted_source/charls20.dta","r5iadl","numeric","","","r5iadl "
"temp_charls20","restricted_source/charls20.dta","r5parkinson","numeric","","","r5parkinson "
"temp_charls20","restricted_source/charls20.dta","r5vgact_c","numeric","","","r5vgact_c "
"temp_charls20","restricted_source/charls20.dta","r5mdact_c","numeric","","","r5mdact_c "
"temp_charls20","restricted_source/charls20.dta","r5ltact_c","numeric","","","r5ltact_c "
"temp_charls20","restricted_source/charls20.dta","r5vgactime","numeric","","","r5vgactime "
"temp_charls20","restricted_source/charls20.dta","r5mdactime","numeric","","","r5mdactime "
"temp_charls20","restricted_source/charls20.dta","r5ltactime","numeric","","","r5ltactime "
"temp_charls20","restricted_source/charls20.dta","r5drinkl","numeric","RECODE of da051 (Frequency Drank Alcoholic Beverages in the Past Year)","","r5drinkl RECODE of da051 (Frequency Drank Alcoholic Beverages in the Past Year)"
"temp_charls20","restricted_source/charls20.dta","r5smokev","numeric","RECODE of da046 (Ever Smoked)","","r5smokev RECODE of da046 (Ever Smoked)"
"temp_charls20","restricted_source/charls20.dta","r5smoken","numeric","RECODE of da047 (Still Smoke or already Quit)","","r5smoken RECODE of da047 (Still Smoke or already Quit)"
"temp_charls20","restricted_source/charls20.dta","r5smokef","numeric","","","r5smokef "
"temp_charls20","restricted_source/charls20.dta","r5doctor1m","numeric","RECODE of da005 (Out-patient Service)","","r5doctor1m RECODE of da005 (Out-patient Service)"
"temp_charls20","restricted_source/charls20.dta","r5hosp1y","numeric","RECODE of da007 (In-patient Service)","","r5hosp1y RECODE of da007 (In-patient Service)"
"temp_charls20","restricted_source/charls20.dta","r5pension","numeric","RECODE of ba014 (How Ofen are Social Pensions Paid)","","r5pension RECODE of ba014 (How Ofen are Social Pensions Paid)"
"temp_charls20","restricted_source/charls20.dta","r5ins","numeric","RECODE of ba016 (How Much Does Social Medical Insurance Cost Per Year)","","r5ins RECODE of ba016 (How Much Does Social Medical Insurance Cost Per Year)"
"temp_charls20","restricted_source/charls20.dta","r5ea001s1","numeric","ba017==     1.0000","","r5ea001s1 ba017==     1.0000"
"temp_charls20","restricted_source/charls20.dta","r5ea001s2","numeric","ba017==     2.0000","","r5ea001s2 ba017==     2.0000"
"temp_charls20","restricted_source/charls20.dta","r5ea001s3","numeric","ba017==     3.0000","","r5ea001s3 ba017==     3.0000"
"temp_charls20","restricted_source/charls20.dta","r5ea001s4","numeric","ba017==     4.0000","","r5ea001s4 ba017==     4.0000"
"temp_charls20","restricted_source/charls20.dta","r5ea001s5","numeric","ba017==     5.0000","","r5ea001s5 ba017==     5.0000"
"temp_charls20","restricted_source/charls20.dta","r5ea001s11","numeric","ba017==     6.0000","","r5ea001s11 ba017==     6.0000"
"temp_charls20","restricted_source/charls20.dta","r5slfmem","numeric","RECODE of dc006 (Self-Rated Memory)","","r5slfmem RECODE of dc006 (Self-Rated Memory)"
"temp_charls20","restricted_source/charls20.dta","r5imrc","numeric","","","r5imrc "
"temp_charls20","restricted_source/charls20.dta","r5dlrc","numeric","","","r5dlrc "
"temp_charls20","restricted_source/charls20.dta","r5tr20","numeric","","","r5tr20 "
"temp_charls20","restricted_source/charls20.dta","r5recall","numeric","","","r5recall "
"temp_charls20","restricted_source/charls20.dta","r5mo","numeric","","","r5mo "
"temp_charls20","restricted_source/charls20.dta","r5dy","numeric","","","r5dy "
"temp_charls20","restricted_source/charls20.dta","r5yr","numeric","","","r5yr "
"temp_charls20","restricted_source/charls20.dta","r5dw","numeric","","","r5dw "
"temp_charls20","restricted_source/charls20.dta","r5ds","numeric","","","r5ds "
"temp_charls20","restricted_source/charls20.dta","r5orient","numeric","","","r5orient "
"temp_charls20","restricted_source/charls20.dta","r5draw","numeric","","","r5draw "
"temp_charls20","restricted_source/charls20.dta","r5ser7","numeric","","","r5ser7 "
"temp_charls20","restricted_source/charls20.dta","r5executive","numeric","","","r5executive "
"temp_charls20","restricted_source/charls20.dta","r5total_cognition","numeric","","","r5total_cognition "
"temp_charls20","restricted_source/charls20.dta","r5socwk","numeric","","","r5socwk "
"temp_charls20","restricted_source/charls20.dta","h5hhres","numeric","","","h5hhres "
"temp_charls20","restricted_source/charls20.dta","h5son","numeric","","","h5son "
"temp_charls20","restricted_source/charls20.dta","h5dau","numeric","","","h5dau "
"temp_charls20","restricted_source/charls20.dta","h5child","numeric","","","h5child "
"temp_charls20","restricted_source/charls20.dta","h5coresd","numeric","","","h5coresd "
"temp_charls20","restricted_source/charls20.dta","h5kcntf","numeric","","","h5kcntf "
"temp_charls20","restricted_source/charls20.dta","h5kcntpm","numeric","","","h5kcntpm "
"temp_charls20","restricted_source/charls20.dta","h5kcnt","numeric","","","h5kcnt "
"temp_charls20","restricted_source/charls20.dta","hh5ctot","numeric","","","hh5ctot "
"temp_charls20","restricted_source/charls20.dta","hh5cperc","numeric","","","hh5cperc "
"temp_charls20","restricted_source/charls20.dta","h5fcamt","numeric","","","h5fcamt "
"temp_charls20","restricted_source/charls20.dta","h5fcany","numeric","","","h5fcany "
"temp_charls20","restricted_source/charls20.dta","h5tcamt","numeric","","","h5tcamt "
"temp_charls20","restricted_source/charls20.dta","h5tcany","numeric","","","h5tcany "
"temp_charls20","restricted_source/charls20.dta","hh5itot","numeric","","","hh5itot "
"temp_charls20","restricted_source/charls20.dta","r5depresl","numeric","","","r5depresl "
"temp_charls20","restricted_source/charls20.dta","r5effortl","numeric","","","r5effortl "
"temp_charls20","restricted_source/charls20.dta","r5sleeprl","numeric","","","r5sleeprl "
"temp_charls20","restricted_source/charls20.dta","r5whappyl","numeric","","","r5whappyl "
"temp_charls20","restricted_source/charls20.dta","r5flonel","numeric","","","r5flonel "
"temp_charls20","restricted_source/charls20.dta","r5botherl","numeric","","","r5botherl "
"temp_charls20","restricted_source/charls20.dta","r5goingl","numeric","","","r5goingl "
"temp_charls20","restricted_source/charls20.dta","r5mindtsl","numeric","","","r5mindtsl "
"temp_charls20","restricted_source/charls20.dta","r5fhopel","numeric","","","r5fhopel "
"temp_charls20","restricted_source/charls20.dta","r5fearll","numeric","","","r5fearll "
"temp_charls20","restricted_source/charls20.dta","r5cesd10","numeric","","","r5cesd10 "
"temp_charls20","restricted_source/charls20.dta","r5retmon","numeric","","","r5retmon "
"temp_charls20","restricted_source/charls20.dta","r5retyr","numeric","","","r5retyr "
"temp_charls20","restricted_source/charls20.dta","r5fall_down","numeric","RECODE of da022 (Fallen Down since ZIWTime)","","r5fall_down RECODE of da022 (Fallen Down since ZIWTime)"
"temp_charls20","restricted_source/charls20.dta","r5hip","numeric","RECODE of da025 (Fractured Hip since ZIWTime)","","r5hip RECODE of da025 (Fractured Hip since ZIWTime)"
"temp_charls20","restricted_source/charls20.dta","r5sati_child","numeric","RECODE of dc027 (Chidren Satisfication)","","r5sati_child RECODE of dc027 (Chidren Satisfication)"
"temp_charls20","restricted_source/charls20.dta","r5satlife","numeric","RECODE of dc027 (Chidren Satisfication)","","r5satlife RECODE of dc027 (Chidren Satisfication)"
"temp_charls20","restricted_source/charls20.dta","r5satlifez","numeric","","","r5satlifez "
"temp_charls20","restricted_source/charls20.dta","r5clean_heat","numeric","RECODE of i020 (Heating Energy Source)","","r5clean_heat RECODE of i020 (Heating Energy Source)"
"temp_charls20","restricted_source/charls20.dta","r5clean_cook","numeric","RECODE of i021 (Main Source of Cooking Fuel)","","r5clean_cook RECODE of i021 (Main Source of Cooking Fuel)"
"temp_charls20","restricted_source/charls20.dta","r5room","numeric","","","r5room "
"temp_charls20","restricted_source/charls20.dta","r5water","numeric","RECODE of i016 (Tap Water)","","r5water RECODE of i016 (Tap Water)"
"temp_charls20","restricted_source/charls20.dta","r5electricity","numeric","RECODE of i015 (Electricity)","","r5electricity RECODE of i015 (Electricity)"
"temp_charls20","restricted_source/charls20.dta","r5toilet","numeric","","","r5toilet "
"temp_charls20","restricted_source/charls20.dta","r5build","numeric","RECODE of i001 (Building Structure)","","r5build RECODE of i001 (Building Structure)"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ID","character","个人ID","","ID 个人ID"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","householdID","character","家庭ID","","householdID 家庭ID"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","communityID","character","社区ID","","communityID 社区ID"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga001","haven_labelled/vctrs_vctr/double","工资和奖金收入","1 Yes=1 | 2 No=2","ga001 工资和奖金收入"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga002","numeric","金额","","ga002 金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga002_min","numeric","ga002的最小区间","","ga002_min ga002的最小区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga002_max","numeric","ga002的最大区间","","ga002_max ga002的最大区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga003","haven_labelled/vctrs_vctr/double","排除保险及其他一些项目","1 Yes=1 | 2 No=2 | 997 Do not Know=997 | 999 Refused to Answer=999","ga003 排除保险及其他一些项目"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004","haven_labelled/vctrs_vctr/double","总排除金额","1 Yuan/Month=1 | 2 Yuan/Year=2 | 3 Percentage of Wage=3 | 4 No=4","ga004 总排除金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004_1","numeric","元/每月","","ga004_1 元/每月"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004_1_min","numeric","ga004_1的最小区间","","ga004_1_min ga004_1的最小区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004_1_max","numeric","ga004_1的最大区间","","ga004_1_max ga004_1的最大区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004_2","numeric","元/每年","","ga004_2 元/每年"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga004_3","numeric","工资的百分比","","ga004_3 工资的百分比"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s1","haven_labelled/vctrs_vctr/double","养老金领取","0 No=0 | 1 Yes=1","ga005_s1 养老金领取"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s2","haven_labelled/vctrs_vctr/double","失业补偿领取","0 No=0 | 2 Yes=2","ga005_s2 失业补偿领取"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s3","haven_labelled/vctrs_vctr/double","养老金券领取","0 No=0 | 3 Yes=3","ga005_s3 养老金券领取"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s4","haven_labelled/vctrs_vctr/double","养老金补贴（最年长者）","0 No=0 | 4 Yes=4","ga005_s4 养老金补贴（最年长者）"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s5","haven_labelled/vctrs_vctr/double","工人工业事故赔偿","0 No=0 | 5 Yes=5","ga005_s5 工人工业事故赔偿"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s6","haven_labelled/vctrs_vctr/double","老年家庭计划补贴","0 No=0 | 6 Yes=6","ga005_s6 老年家庭计划补贴"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s7","haven_labelled/vctrs_vctr/double","医疗援助","0 No=0 | 7 Yes=7","ga005_s7 医疗援助"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s8","haven_labelled/vctrs_vctr/double","其他政府补贴","0 No=0 | 8 Yes=8","ga005_s8 其他政府补贴"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s9","haven_labelled/vctrs_vctr/double","其他收入来源","0 No=0 | 9 Yes=9","ga005_s9 其他收入来源"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_s10","haven_labelled/vctrs_vctr/double","以上皆无","0 No=0 | 10 Yes=10","ga005_s10 以上皆无"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_1","numeric","养老金金额","","ga005_1 养老金金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_1_min","numeric","ga005_1的最小区间","","ga005_1_min ga005_1的最小区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_1_max","numeric","ga005_1的最大区间","","ga005_1_max ga005_1的最大区间"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_2","numeric","失业补偿金额","","ga005_2 失业补偿金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_3","numeric","养老金券金额","","ga005_3 养老金券金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_4","numeric","养老金补贴（最年长者）金额","","ga005_4 养老金补贴（最年长者）金额"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_5","numeric","工人工业事故赔偿金额接收","","ga005_5 工人工业事故赔偿金额接收"
"translated_combined_w5","restricted_source/w5_charls_CN.dta","ga005_6","numeric","老年家庭计划补贴金额接收","","ga005_6 老年家庭计划补贴金额接收"
