wealth_entry_wave,q33,q67,cut_method,resampled_person_frequency,unique_sampled_persons,replicate,cohort
5,67000,241000,weighted_empirical,1616,1062,89,HRS
6,71500,267700,weighted_empirical,1725,1107,89,HRS
7,97000,329000,weighted_empirical,1081,680,89,HRS
8,96500,338000,weighted_empirical,948,609,89,HRS
9,86000,331500,weighted_empirical,1041,654,89,HRS
10,63000,304000,weighted_empirical,1915,1232,89,HRS
11,62000,284000,weighted_empirical,1351,857,89,HRS
12,55000,299000,weighted_empirical,1378,880,89,HRS
13,77300,308000,weighted_empirical,1648,1042,89,HRS
14,78000,340000,weighted_empirical,1153,730,89,HRS
15,69000,355000,weighted_empirical,1428,871,89,HRS
2,50000,161000,weighted_empirical,11153,7030,90,HRS
3,77050,204500,weighted_empirical,1754,1127,90,HRS
4,60000,196989.463460476,weighted_empirical,3792,2413,90,HRS
5,76500,244400,weighted_empirical,1637,1036,90,HRS
6,88000,276600,weighted_empirical,1717,1101,90,HRS
7,95000,310000,weighted_empirical,1143,729,90,HRS
8,77700,355000,weighted_empirical,936,592,90,HRS
9,100100,345000,weighted_empirical,1030,641,90,HRS
10,56000,281000,weighted_empirical,1900,1197,90,HRS
11,68000,268000,weighted_empirical,1380,852,90,HRS
12,60030,357000,weighted_empirical,1325,841,90,HRS
13,77300,313000,weighted_empirical,1727,1084,90,HRS
14,75000,388000,weighted_empirical,1175,747,90,HRS
15,86700,411000,weighted_empirical,1298,819,90,HRS
2,50750,165000,weighted_empirical,11039,6929,91,HRS
3,78501,197000,weighted_empirical,1810,1155,91,HRS
4,60043,205700,weighted_empirical,3939,2469,91,HRS
5,67000,234000,weighted_empirical,1634,1017,91,HRS
6,67000,241600,weighted_empirical,1839,1164,91,HRS
7,88500,291000,weighted_empirical,1113,719,91,HRS
8,84800,316000,weighted_empirical,882,565,91,HRS
9,89000,387000,weighted_empirical,1026,644,91,HRS
10,49000,267000,weighted_empirical,1807,1185,91,HRS
11,74000,299800,weighted_empirical,1335,856,91,HRS
12,50000,3e+05,weighted_empirical,1328,840,91,HRS
13,80000,313000,weighted_empirical,1658,1055,91,HRS
14,85000,406500,weighted_empirical,1187,736,91,HRS
15,86000,425000,weighted_empirical,1370,871,91,HRS
2,52500,170050,weighted_empirical,11221,7039,92,HRS
3,74000,211000,weighted_empirical,1777,1140,92,HRS
4,61000,202000,weighted_empirical,3840,2425,92,HRS
5,71000,232000,weighted_empirical,1630,1016,92,HRS
6,90500,290000,weighted_empirical,1812,1124,92,HRS
7,89200,290000,weighted_empirical,1105,689,92,HRS
8,103000,350000,weighted_empirical,993,620,92,HRS
9,90000,316200,weighted_empirical,930,612,92,HRS
10,48000,274000,weighted_empirical,1926,1215,92,HRS
11,64000,257700,weighted_empirical,1282,822,92,HRS
12,57000,288200,weighted_empirical,1369,856,92,HRS
13,75150,324000,weighted_empirical,1649,1069,92,HRS
14,82000,385000,weighted_empirical,1163,739,92,HRS
15,92000,370000,weighted_empirical,1270,803,92,HRS
2,52000,171000,weighted_empirical,11098,7031,93,HRS
3,72000,189000,weighted_empirical,1858,1148,93,HRS
4,59300,2e+05,weighted_empirical,3832,2463,93,HRS
5,66000,242000,weighted_empirical,1638,1011,93,HRS
6,83100,315000,weighted_empirical,1688,1089,93,HRS
7,67000,301000,weighted_empirical,1131,712,93,HRS
8,84800,320000,weighted_empirical,914,614,93,HRS
9,90000,316100,weighted_empirical,951,606,93,HRS
10,53200,267000,weighted_empirical,1870,1195,93,HRS
11,60000,267000,weighted_empirical,1345,852,93,HRS
12,39000,285000,weighted_empirical,1412,869,93,HRS
13,63000,305000,weighted_empirical,1674,1080,93,HRS
14,57000,310000,weighted_empirical,1166,742,93,HRS
15,80000,355000,weighted_empirical,1390,861,93,HRS
2,51000,166000,weighted_empirical,11124,7007,94,HRS
3,70800,189000,weighted_empirical,1821,1131,94,HRS
4,64500,215000,weighted_empirical,3822,2411,94,HRS
5,64200,226825,weighted_empirical,1584,1018,94,HRS
6,85000,286500,weighted_empirical,1776,1142,94,HRS
7,85000,338000,weighted_empirical,1110,696,94,HRS
8,85000,380000,weighted_empirical,903,601,94,HRS
9,86000,316100,weighted_empirical,1031,642,94,HRS
10,60000,275000,weighted_empirical,1930,1204,94,HRS
11,73500,296000,weighted_empirical,1339,834,94,HRS
12,56200,303000,weighted_empirical,1349,858,94,HRS
13,80000,332000,weighted_empirical,1682,1049,94,HRS
14,62000,292000,weighted_empirical,1184,728,94,HRS
15,85900,375546.784283876,weighted_empirical,1312,842,94,HRS
2,51000,167500,weighted_empirical,11219,6985,95,HRS
3,73000,202000,weighted_empirical,1824,1168,95,HRS
4,59300,202200,weighted_empirical,3923,2467,95,HRS
5,72030,242000,weighted_empirical,1559,1002,95,HRS
6,76500,275000,weighted_empirical,1718,1108,95,HRS
7,97000,330600,weighted_empirical,1121,696,95,HRS
8,95000,353000,weighted_empirical,939,601,95,HRS
9,96000,302000,weighted_empirical,1012,628,95,HRS
10,54000,277500,weighted_empirical,1873,1195,95,HRS
11,73000,292000,weighted_empirical,1284,810,95,HRS
12,61500,298000,weighted_empirical,1356,848,95,HRS
13,87000,328200,weighted_empirical,1666,1070,95,HRS
14,61199,321000,weighted_empirical,1172,733,95,HRS
15,69000,385000,weighted_empirical,1301,826,95,HRS
2,51005,165000,weighted_empirical,11095,7006,96,HRS
3,78000,228250,weighted_empirical,1837,1145,96,HRS
4,65000,202000,weighted_empirical,3815,2373,96,HRS
5,69000,245000,weighted_empirical,1579,1024,96,HRS
6,85000,275000,weighted_empirical,1786,1133,96,HRS
7,85300,312005,weighted_empirical,1088,690,96,HRS
8,84800,345000,weighted_empirical,909,590,96,HRS
9,92000,331500,weighted_empirical,1007,647,96,HRS
10,56000,285000,weighted_empirical,1908,1222,96,HRS
11,68500,272500,weighted_empirical,1402,865,96,HRS
12,69000,345000,weighted_empirical,1336,877,96,HRS
13,85000,324000,weighted_empirical,1697,1075,96,HRS
14,73300,375000,weighted_empirical,1203,762,96,HRS
15,74900,348000,weighted_empirical,1305,823,96,HRS
2,52000,170100,weighted_empirical,10941,6959,97,HRS
3,73100,203500,weighted_empirical,1818,1139,97,HRS
4,61800,205000,weighted_empirical,3865,2448,97,HRS
5,78000,246000,weighted_empirical,1607,1006,97,HRS
6,83800,275000,weighted_empirical,1775,1146,97,HRS
7,75315,292000,weighted_empirical,1064,678,97,HRS
8,84800,320700,weighted_empirical,915,584,97,HRS
9,67000,338000,weighted_empirical,1012,623,97,HRS
10,55000,263000,weighted_empirical,1950,1198,97,HRS
11,75200,284000,weighted_empirical,1393,873,97,HRS
12,50000,329000,weighted_empirical,1391,862,97,HRS
13,65000,313000,weighted_empirical,1683,1063,97,HRS
14,55000,334000,weighted_empirical,1201,768,97,HRS
15,106300,345000,weighted_empirical,1352,856,97,HRS
2,52000,171500,weighted_empirical,11163,7006,98,HRS
3,72000,203500,weighted_empirical,1750,1076,98,HRS
4,61000,212000,weighted_empirical,4027,2493,98,HRS
5,67000,249650,weighted_empirical,1613,1028,98,HRS
6,84017,279000,weighted_empirical,1767,1127,98,HRS
7,91000,357000,weighted_empirical,1102,688,98,HRS
8,90001,341000,weighted_empirical,995,623,98,HRS
9,90000,353000,weighted_empirical,965,611,98,HRS
10,50502,265000,weighted_empirical,1990,1238,98,HRS
11,82000,320000,weighted_empirical,1242,811,98,HRS
12,62000,300500,weighted_empirical,1327,817,98,HRS
13,75150,335000,weighted_empirical,1609,1017,98,HRS
14,57000,375000,weighted_empirical,1107,731,98,HRS
15,75800,370000,weighted_empirical,1310,825,98,HRS
2,55000,166000,weighted_empirical,10961,6957,99,HRS
3,68000,189000,weighted_empirical,1784,1100,99,HRS
4,64000,213000,weighted_empirical,3970,2492,99,HRS
5,69000,222800,weighted_empirical,1645,1034,99,HRS
6,80000,281200,weighted_empirical,1804,1145,99,HRS
7,92700,268000,weighted_empirical,1118,688,99,HRS
8,98000,373000,weighted_empirical,994,627,99,HRS
9,84200,316100,weighted_empirical,935,612,99,HRS
10,60200,277500,weighted_empirical,1865,1211,99,HRS
11,82800,310000,weighted_empirical,1430,869,99,HRS
12,67000,321000,weighted_empirical,1337,842,99,HRS
13,59000,293500,weighted_empirical,1662,1062,99,HRS
14,75000,340000,weighted_empirical,1201,754,99,HRS
15,85900,397000,weighted_empirical,1261,812,99,HRS
2,50750,164000,weighted_empirical,11056,6969,100,HRS
3,75000,193000,weighted_empirical,1827,1155,100,HRS
4,59500,2e+05,weighted_empirical,3830,2455,100,HRS
5,67420,229000,weighted_empirical,1562,993,100,HRS
6,77000,276600,weighted_empirical,1821,1134,100,HRS
7,84000,275000,weighted_empirical,1085,688,100,HRS
8,72000,306000,weighted_empirical,973,604,100,HRS
9,72800,350500,weighted_empirical,936,592,100,HRS
10,51400,267000,weighted_empirical,1911,1189,100,HRS
11,58000,284000,weighted_empirical,1291,814,100,HRS
12,56000,299000,weighted_empirical,1413,883,100,HRS
13,77679,308000,weighted_empirical,1646,1054,100,HRS
14,79500,342400,weighted_empirical,1250,754,100,HRS
15,105200,377250,weighted_empirical,1366,860,100,HRS
2,51200,171800,weighted_empirical,11098,6929,101,HRS
3,72000,193000,weighted_empirical,1750,1115,101,HRS
4,63500,217500,weighted_empirical,3847,2399,101,HRS
5,73000,231200,weighted_empirical,1605,1012,101,HRS
6,90000,286000,weighted_empirical,1814,1143,101,HRS
7,85850,331000,weighted_empirical,1076,679,101,HRS
8,96500,360500,weighted_empirical,965,613,101,HRS
9,96800,340000,weighted_empirical,953,623,101,HRS
10,54500,260000,weighted_empirical,1829,1168,101,HRS
11,60000,264000,weighted_empirical,1414,874,101,HRS
12,55000,305800,weighted_empirical,1355,851,101,HRS
13,71000,325000,weighted_empirical,1696,1077,101,HRS
14,73000,356000,weighted_empirical,1211,758,101,HRS
15,113000,377250,weighted_empirical,1354,854,101,HRS
2,52000,166000,weighted_empirical,11012,6961,102,HRS
3,72000,195000,weighted_empirical,1738,1119,102,HRS
4,60043,205000,weighted_empirical,3892,2485,102,HRS
5,70700,224800,weighted_empirical,1685,1060,102,HRS
6,74700,259000,weighted_empirical,1814,1128,102,HRS
7,86000,292000,weighted_empirical,1117,693,102,HRS
8,93500,431000,weighted_empirical,996,611,102,HRS
9,106000,335800,weighted_empirical,974,628,102,HRS
10,49000,261000,weighted_empirical,1872,1206,102,HRS
11,70000,295000,weighted_empirical,1343,854,102,HRS
12,64020,305800,weighted_empirical,1373,846,102,HRS
13,69500,307200,weighted_empirical,1632,1035,102,HRS
14,83000,340000,weighted_empirical,1213,761,102,HRS
15,106300,372744.059028143,weighted_empirical,1306,819,102,HRS
2,52500,160000,weighted_empirical,11205,7054,103,HRS
3,73000,211000,weighted_empirical,1788,1143,103,HRS
4,65000,205500,weighted_empirical,3785,2424,103,HRS
5,72000,245000,weighted_empirical,1630,1039,103,HRS
6,85000,281200,weighted_empirical,1800,1146,103,HRS
7,95000,310000,weighted_empirical,1089,676,103,HRS
8,102500,383000,weighted_empirical,943,615,103,HRS
9,94000,326000,weighted_empirical,966,618,103,HRS
10,49000,234700,weighted_empirical,1968,1237,103,HRS
11,74000,295000,weighted_empirical,1283,843,103,HRS
12,55000,311000,weighted_empirical,1331,860,103,HRS
13,88000,340000,weighted_empirical,1712,1085,103,HRS
14,85000,342400,weighted_empirical,1193,758,103,HRS
15,113000,425000,weighted_empirical,1274,810,103,HRS
2,52250,164000,weighted_empirical,11117,7031,104,HRS
3,80162,222000,weighted_empirical,1755,1111,104,HRS
4,64000,205000,weighted_empirical,3860,2449,104,HRS
5,74200,241000,weighted_empirical,1633,1031,104,HRS
6,84600,274000,weighted_empirical,1793,1109,104,HRS
7,94000,352143,weighted_empirical,1131,709,104,HRS
8,82000,316000,weighted_empirical,927,583,104,HRS
9,86000,293000,weighted_empirical,1005,632,104,HRS
10,54500,266500,weighted_empirical,1916,1223,104,HRS
11,74000,285000,weighted_empirical,1354,855,104,HRS
12,60030,305800,weighted_empirical,1351,843,104,HRS
13,57000,293500,weighted_empirical,1660,1022,104,HRS
14,62000,321001,weighted_empirical,1150,736,104,HRS
15,69000,371000,weighted_empirical,1315,837,104,HRS
2,50000,165000,weighted_empirical,11024,6997,105,HRS
3,75000,205100,weighted_empirical,1850,1168,105,HRS
4,66200,203500,weighted_empirical,4022,2519,105,HRS
5,78000,231200,weighted_empirical,1591,987,105,HRS
6,74000,274000,weighted_empirical,1792,1112,105,HRS
7,85300,275000,weighted_empirical,1013,654,105,HRS
8,100500,355000,weighted_empirical,972,604,105,HRS
9,86000,355000,weighted_empirical,1003,619,105,HRS
10,49000,275000,weighted_empirical,1863,1182,105,HRS
11,78500,303000,weighted_empirical,1339,849,105,HRS
12,63000,303000,weighted_empirical,1341,856,105,HRS
13,65000,325000,weighted_empirical,1665,1061,105,HRS
14,73000,336000,weighted_empirical,1174,745,105,HRS
15,106300,404200,weighted_empirical,1318,837,105,HRS
2,50500,167500,weighted_empirical,11063,6934,106,HRS
3,73020,204000,weighted_empirical,1794,1107,106,HRS
4,61500,205000,weighted_empirical,3778,2438,106,HRS
5,66600,239000,weighted_empirical,1603,1011,106,HRS
6,84017,276600,weighted_empirical,1807,1137,106,HRS
7,88500,291000,weighted_empirical,1097,697,106,HRS
8,73000,326300,weighted_empirical,999,623,106,HRS
9,72800,290500,weighted_empirical,994,643,106,HRS
10,41477.5724190622,242700,weighted_empirical,1888,1198,106,HRS
11,71000,295000,weighted_empirical,1330,849,106,HRS
12,46000,321000,weighted_empirical,1373,879,106,HRS
13,60000,327000,weighted_empirical,1728,1069,106,HRS
14,81050,328000,weighted_empirical,1194,741,106,HRS
15,86700,373000,weighted_empirical,1319,833,106,HRS
2,52000,162000,weighted_empirical,10892,6951,107,HRS
3,68000,184000,weighted_empirical,1851,1153,107,HRS
4,59300,202000,weighted_empirical,3746,2418,107,HRS
5,65260,241000,weighted_empirical,1636,1020,107,HRS
6,85450,274000,weighted_empirical,1739,1116,107,HRS
7,86000,298000,weighted_empirical,1177,736,107,HRS
8,84800,362000,weighted_empirical,925,592,107,HRS
9,84000,311000,weighted_empirical,977,613,107,HRS
10,54500,285000,weighted_empirical,1953,1226,107,HRS
11,71000,277000,weighted_empirical,1441,895,107,HRS
12,56202,309000,weighted_empirical,1392,864,107,HRS
13,75000,325000,weighted_empirical,1661,1070,107,HRS
14,55000,334000,weighted_empirical,1188,746,107,HRS
15,69000,370000,weighted_empirical,1389,853,107,HRS
2,52000,171000,weighted_empirical,10996,6971,108,HRS
3,70000,213000,weighted_empirical,1809,1162,108,HRS
4,63503,207500,weighted_empirical,3901,2460,108,HRS
5,63500,241000,weighted_empirical,1612,994,108,HRS
6,87000,281000,weighted_empirical,1740,1090,108,HRS
7,87500,286200,weighted_empirical,1068,671,108,HRS
8,89000,326300,weighted_empirical,981,621,108,HRS
9,95000,330500,weighted_empirical,1006,631,108,HRS
10,55429.5803290095,270000,weighted_empirical,1974,1241,108,HRS
11,72200,275000,weighted_empirical,1298,811,108,HRS
12,84000,349304.478091562,weighted_empirical,1300,815,108,HRS
13,75000,305000,weighted_empirical,1735,1067,108,HRS
14,62000,292000,weighted_empirical,1182,741,108,HRS
15,89829.673491824,408000,weighted_empirical,1365,861,108,HRS
2,50800,161000,weighted_empirical,11061,7004,109,HRS
3,79500,211400,weighted_empirical,1800,1155,109,HRS
4,59600,198030,weighted_empirical,3814,2389,109,HRS
5,63600,220850,weighted_empirical,1577,1004,109,HRS
6,84200,281200,weighted_empirical,1827,1156,109,HRS
7,90000,327000,weighted_empirical,1080,693,109,HRS
8,98000,375000,weighted_empirical,1024,633,109,HRS
9,93000,353000,weighted_empirical,1040,663,109,HRS
10,53200,270000,weighted_empirical,1866,1185,109,HRS
11,56000,296000,weighted_empirical,1301,851,109,HRS
12,78000,369600,weighted_empirical,1345,840,109,HRS
13,65000,325000,weighted_empirical,1706,1096,109,HRS
14,57000,336000,weighted_empirical,1187,743,109,HRS
15,117000,384000,weighted_empirical,1339,850,109,HRS
2,50500,165000,weighted_empirical,10954,6900,110,HRS
3,75500,204000,weighted_empirical,1857,1143,110,HRS
4,63200,205000,weighted_empirical,3830,2438,110,HRS
5,71000,244400,weighted_empirical,1639,1024,110,HRS
6,70200,275000,weighted_empirical,1820,1141,110,HRS
7,85850,290000,weighted_empirical,1085,690,110,HRS
8,95000,338000,weighted_empirical,955,590,110,HRS
9,96000,335800,weighted_empirical,983,628,110,HRS
10,45000,275000,weighted_empirical,1910,1213,110,HRS
11,71000,282500,weighted_empirical,1332,833,110,HRS
12,58000,3e+05,weighted_empirical,1338,848,110,HRS
13,60500,3e+05,weighted_empirical,1688,1067,110,HRS
14,85000,388000,weighted_empirical,1247,789,110,HRS
15,90000,457200,weighted_empirical,1329,864,110,HRS
2,50000,161000,weighted_empirical,10893,6903,111,HRS
3,72000,206000,weighted_empirical,1790,1101,111,HRS
4,66000,208000,weighted_empirical,3887,2469,111,HRS
5,70000,245000,weighted_empirical,1612,1046,111,HRS
6,77000,270800,weighted_empirical,1795,1139,111,HRS
7,95000,330600,weighted_empirical,1023,657,111,HRS
8,85200,324000,weighted_empirical,978,601,111,HRS
9,88000,302000,weighted_empirical,1038,633,111,HRS
10,51226.0148172832,275000,weighted_empirical,2002,1248,111,HRS
11,71000,295000,weighted_empirical,1351,828,111,HRS
12,61500,298000,weighted_empirical,1351,841,111,HRS
13,66500,317300,weighted_empirical,1696,1057,111,HRS
14,62000,370000,weighted_empirical,1172,764,111,HRS
15,68200,371500,weighted_empirical,1379,859,111,HRS
2,52000,171225.92335332,weighted_empirical,11042,6951,112,HRS
3,72000,203500,weighted_empirical,1783,1140,112,HRS
4,57000,205000,weighted_empirical,3872,2439,112,HRS
5,63000,245000,weighted_empirical,1616,1021,112,HRS
6,85000,275000,weighted_empirical,1820,1151,112,HRS
7,71000,275000,weighted_empirical,1098,706,112,HRS
8,90001,337000,weighted_empirical,983,610,112,HRS
9,90000,365000,weighted_empirical,1042,663,112,HRS
10,56000,253000,weighted_empirical,1847,1204,112,HRS
11,68550,275000,weighted_empirical,1338,859,112,HRS
12,56000,311000,weighted_empirical,1356,874,112,HRS
13,75000,293800,weighted_empirical,1659,1050,112,HRS
14,57000,321000,weighted_empirical,1194,738,112,HRS
15,90000,371000,weighted_empirical,1317,845,112,HRS
2,50500,164000,weighted_empirical,11143,6972,113,HRS
3,73000,203500,weighted_empirical,1735,1100,113,HRS
4,64400,209500,weighted_empirical,3961,2477,113,HRS
5,65000,258000,weighted_empirical,1599,1009,113,HRS
6,86000,292000,weighted_empirical,1772,1132,113,HRS
7,88000,310000,weighted_empirical,1086,680,113,HRS
8,82700,320700,weighted_empirical,971,617,113,HRS
9,85000,330500,weighted_empirical,967,622,113,HRS
10,51300,268800,weighted_empirical,1897,1191,113,HRS
11,77000,309200,weighted_empirical,1391,865,113,HRS
12,40000,296000,weighted_empirical,1313,856,113,HRS
13,77679,342000,weighted_empirical,1711,1082,113,HRS
14,60000,393500,weighted_empirical,1150,729,113,HRS
15,68200,359000,weighted_empirical,1271,844,113,HRS
2,50000,163000,weighted_empirical,11189,7025,114,HRS
3,72000,215500,weighted_empirical,1789,1143,114,HRS
4,59000,199000,weighted_empirical,3862,2402,114,HRS
5,72600,246000,weighted_empirical,1614,1022,114,HRS
6,80000,275000,weighted_empirical,1786,1131,114,HRS
7,89200,325000,weighted_empirical,1098,674,114,HRS
8,77400,318000,weighted_empirical,928,598,114,HRS
9,94000,355000,weighted_empirical,1006,631,114,HRS
10,53200,286000,weighted_empirical,1875,1215,114,HRS
11,62000,288000,weighted_empirical,1308,843,114,HRS
12,56000,285000,weighted_empirical,1371,859,114,HRS
13,80350,308000,weighted_empirical,1656,1077,114,HRS
14,79500,393500,weighted_empirical,1172,729,114,HRS
15,1e+05,370000,weighted_empirical,1313,823,114,HRS
2,52500,167000,weighted_empirical,10942,6938,115,HRS
3,76500,206000,weighted_empirical,1860,1163,115,HRS
4,63000,207500,weighted_empirical,3809,2381,115,HRS
5,68500,234000,weighted_empirical,1609,1017,115,HRS
6,73000,270800,weighted_empirical,1782,1117,115,HRS
7,88500,299500,weighted_empirical,1099,676,115,HRS
8,92060,333000,weighted_empirical,928,597,115,HRS
9,84000,317600,weighted_empirical,995,630,115,HRS
10,57050,275000,weighted_empirical,1964,1229,115,HRS
11,63000,275000,weighted_empirical,1324,837,115,HRS
12,52200,290000,weighted_empirical,1352,851,115,HRS
13,64900,330000,weighted_empirical,1752,1067,115,HRS
14,78700,370000,weighted_empirical,1232,760,115,HRS
15,1e+05,4e+05,weighted_empirical,1319,833,115,HRS
2,50800,163000,weighted_empirical,10982,7023,116,HRS
3,78705,203000,weighted_empirical,1820,1145,116,HRS
4,60043,204400,weighted_empirical,3776,2441,116,HRS
5,69000,241000,weighted_empirical,1596,1005,116,HRS
6,76500,274000,weighted_empirical,1795,1129,116,HRS
7,80000,302000,weighted_empirical,1119,687,116,HRS
8,92000,375000,weighted_empirical,932,584,116,HRS
9,89000,316100,weighted_empirical,954,631,116,HRS
10,54500,275000,weighted_empirical,2015,1248,116,HRS
11,62000,283501.97647929,weighted_empirical,1375,875,116,HRS
12,70000,303000,weighted_empirical,1367,846,116,HRS
13,78001,335000,weighted_empirical,1699,1061,116,HRS
14,83800,336000,weighted_empirical,1232,733,116,HRS
15,83100,373000,weighted_empirical,1305,829,116,HRS
2,51100,165600,weighted_empirical,11161,7082,117,HRS
3,71700,190000,weighted_empirical,1777,1119,117,HRS
4,58500,2e+05,weighted_empirical,3949,2458,117,HRS
5,65550,224800,weighted_empirical,1574,999,117,HRS
6,88000,303000,weighted_empirical,1817,1143,117,HRS
7,64800,281000,weighted_empirical,1039,650,117,HRS
8,85200,350000,weighted_empirical,962,590,117,HRS
9,84200,338000,weighted_empirical,992,630,117,HRS
10,54000,281000,weighted_empirical,1881,1210,117,HRS
11,65000,282500,weighted_empirical,1328,825,117,HRS
12,84929,369600,weighted_empirical,1347,856,117,HRS
13,65000,288000,weighted_empirical,1591,1045,117,HRS
14,58000,353000,weighted_empirical,1213,750,117,HRS
15,115000,403000,weighted_empirical,1336,852,117,HRS
2,52000,169282.900058016,weighted_empirical,10986,6968,118,HRS
3,78000,222000,weighted_empirical,1777,1132,118,HRS
4,64000,219600,weighted_empirical,3896,2462,118,HRS
5,65000,234000,weighted_empirical,1588,1020,118,HRS
6,76000,270800,weighted_empirical,1842,1138,118,HRS
7,92700,327000,weighted_empirical,1088,684,118,HRS
8,94000,375000,weighted_empirical,983,622,118,HRS
9,92000,350350,weighted_empirical,1027,634,118,HRS
10,51000,267000,weighted_empirical,1929,1231,118,HRS
11,70800,282500,weighted_empirical,1359,839,118,HRS
12,56600,345000,weighted_empirical,1327,845,118,HRS
13,65000,305000,weighted_empirical,1651,1065,118,HRS
14,73000,356000,weighted_empirical,1179,748,118,HRS
15,99000,377500,weighted_empirical,1335,857,118,HRS
2,52341.3950253814,170000,weighted_empirical,11108,6958,119,HRS
3,72000,204000,weighted_empirical,1786,1108,119,HRS
4,62000,201000,weighted_empirical,3909,2484,119,HRS
5,73000,231000,weighted_empirical,1573,1000,119,HRS
6,76000,267700,weighted_empirical,1808,1107,119,HRS
7,85000,330600,weighted_empirical,1104,692,119,HRS
8,84384,338000,weighted_empirical,973,606,119,HRS
9,88000,321000,weighted_empirical,962,630,119,HRS
10,53200,260000,weighted_empirical,1983,1225,119,HRS
11,76000,285000,weighted_empirical,1354,828,119,HRS
12,68000,329000,weighted_empirical,1309,839,119,HRS
13,75000,319000,weighted_empirical,1654,1058,119,HRS
14,77500,340000,weighted_empirical,1115,733,119,HRS
15,86700,370000,weighted_empirical,1329,843,119,HRS
2,51100,162000,weighted_empirical,11034,6962,120,HRS
3,75500,204000,weighted_empirical,1760,1121,120,HRS
4,62600,203500,weighted_empirical,3859,2481,120,HRS
5,67000,241000,weighted_empirical,1636,1022,120,HRS
6,88500,284000,weighted_empirical,1816,1135,120,HRS
7,85000,293000,weighted_empirical,1092,677,120,HRS
8,97900,337000,weighted_empirical,976,611,120,HRS
9,89000,280000,weighted_empirical,936,612,120,HRS
10,54500,272500,weighted_empirical,2020,1265,120,HRS
11,68000,267000,weighted_empirical,1264,814,120,HRS
12,60000,323000,weighted_empirical,1372,872,120,HRS
13,64900,317300,weighted_empirical,1674,1068,120,HRS
14,76300,370000,weighted_empirical,1165,734,120,HRS
15,69000,377250,weighted_empirical,1363,851,120,HRS
2,50500,165000,weighted_empirical,11125,7031,121,HRS
3,75500,201000,weighted_empirical,1765,1131,121,HRS
4,59600,200300,weighted_empirical,3800,2403,121,HRS
5,70700,255700,weighted_empirical,1639,1019,121,HRS
6,77000,254000,weighted_empirical,1719,1105,121,HRS
7,89200,286200,weighted_empirical,1103,696,121,HRS
8,98000,337000,weighted_empirical,962,630,121,HRS
9,87000,317600,weighted_empirical,989,614,121,HRS
10,50000,271500,weighted_empirical,1966,1249,121,HRS
11,56000,250758.620878259,weighted_empirical,1286,838,121,HRS
12,50000,299000,weighted_empirical,1353,845,121,HRS
13,64900,321000,weighted_empirical,1686,1064,121,HRS
14,57000,321001,weighted_empirical,1245,780,121,HRS
15,75800,375546.784283876,weighted_empirical,1329,835,121,HRS
2,50750,160000,weighted_empirical,11129,7011,122,HRS
3,74000,192000,weighted_empirical,1777,1123,122,HRS
4,59500,208000,weighted_empirical,3867,2480,122,HRS
5,64000,242000,weighted_empirical,1587,1020,122,HRS
6,84500,270800,weighted_empirical,1837,1136,122,HRS
7,73000,270000,weighted_empirical,1070,674,122,HRS
8,105000,351300,weighted_empirical,949,605,122,HRS
9,96800,335800,weighted_empirical,979,629,122,HRS
10,48000,268800,weighted_empirical,1928,1199,122,HRS
11,67000,295500,weighted_empirical,1259,806,122,HRS
12,52500,285000,weighted_empirical,1329,860,122,HRS
13,75000,321000,weighted_empirical,1682,1066,122,HRS
14,85000,388000,weighted_empirical,1188,753,122,HRS
15,74900,371000,weighted_empirical,1386,870,122,HRS
2,51400,167000,weighted_empirical,11096,7004,123,HRS
3,70800,192290,weighted_empirical,1735,1136,123,HRS
4,60000,205000,weighted_empirical,3872,2447,123,HRS
5,70000,224800,weighted_empirical,1626,1028,123,HRS
6,74000,274000,weighted_empirical,1771,1120,123,HRS
7,73700,310000,weighted_empirical,1132,689,123,HRS
8,97900,380000,weighted_empirical,960,604,123,HRS
9,84200,333000,weighted_empirical,994,619,123,HRS
10,54500,275000,weighted_empirical,1902,1219,123,HRS
11,70000,284000,weighted_empirical,1315,843,123,HRS
12,56000,255000,weighted_empirical,1362,861,123,HRS
13,63300,3e+05,weighted_empirical,1665,1076,123,HRS
14,76000,393800,weighted_empirical,1218,763,123,HRS
15,69000,337965.108886936,weighted_empirical,1319,836,123,HRS
2,52000,170000,weighted_empirical,11095,7046,124,HRS
3,75000,209000,weighted_empirical,1841,1129,124,HRS
4,59300,205500,weighted_empirical,3809,2415,124,HRS
5,65260,224500,weighted_empirical,1667,1030,124,HRS
6,74500,251600,weighted_empirical,1809,1152,124,HRS
7,90000,305000,weighted_empirical,1077,659,124,HRS
8,84800,330000,weighted_empirical,967,604,124,HRS
9,79000,289000,weighted_empirical,1005,651,124,HRS
10,48150,275000,weighted_empirical,1931,1217,124,HRS
11,65000,267000,weighted_empirical,1348,850,124,HRS
12,50000,3e+05,weighted_empirical,1288,827,124,HRS
13,77000,325000,weighted_empirical,1621,1024,124,HRS
14,57000,311500,weighted_empirical,1166,751,124,HRS
15,81000,371000,weighted_empirical,1343,850,124,HRS
2,52000,168000,weighted_empirical,11130,7003,125,HRS
3,79000,210000,weighted_empirical,1777,1118,125,HRS
4,59300,200300,weighted_empirical,3850,2451,125,HRS
5,72000,243500,weighted_empirical,1629,1026,125,HRS
6,73000,281000,weighted_empirical,1843,1147,125,HRS
