wealth_entry_wave,q33,q67,cut_method,resampled_person_frequency,unique_sampled_persons,replicate,cohort
4,15560,202450,weighted_empirical,4344,2769,231,CHARLS
4,18700,183062.5,weighted_empirical,4474,2812,232,CHARLS
3,22200,157250,weighted_empirical,5404,3442,232,CHARLS
3,21770,153080,weighted_empirical,5505,3508,233,CHARLS
4,14800,187828,weighted_empirical,4381,2763,233,CHARLS
3,22200,153100,weighted_empirical,5482,3486,234,CHARLS
4,15600,197450,weighted_empirical,4404,2773,234,CHARLS
3,22242.5,140300,weighted_empirical,5410,3380,235,CHARLS
4,14700,194200,weighted_empirical,4427,2825,235,CHARLS
3,19390,140570,weighted_empirical,5445,3435,236,CHARLS
4,15300,201125,weighted_empirical,4383,2788,236,CHARLS
3,20430,152390,weighted_empirical,5459,3441,237,CHARLS
4,15200,185070,weighted_empirical,4384,2771,237,CHARLS
3,22830,158300,weighted_empirical,5434,3506,238,CHARLS
4,15406,178300,weighted_empirical,4416,2772,238,CHARLS
3,20780,152380,weighted_empirical,5386,3423,239,CHARLS
4,15500,187828,weighted_empirical,4479,2793,239,CHARLS
3,20680,154050,weighted_empirical,5429,3395,240,CHARLS
4,15430,201000,weighted_empirical,4351,2751,240,CHARLS
3,21093,151050,weighted_empirical,5511,3536,241,CHARLS
4,16290,201348,weighted_empirical,4371,2783,241,CHARLS
3,21650,155290,weighted_empirical,5558,3459,242,CHARLS
4,19530,213480,weighted_empirical,4365,2780,242,CHARLS
3,22200,153100,weighted_empirical,5435,3467,243,CHARLS
4,16950,191000,weighted_empirical,4271,2737,243,CHARLS
3,20800,144700,weighted_empirical,5436,3419,244,CHARLS
4,15400,193200,weighted_empirical,4385,2789,244,CHARLS
3,22242.5,157250,weighted_empirical,5384,3443,245,CHARLS
4,16130,201348,weighted_empirical,4441,2760,245,CHARLS
3,22200,152450,weighted_empirical,5436,3438,246,CHARLS
4,14970,201350,weighted_empirical,4402,2797,246,CHARLS
3,22630,156550,weighted_empirical,5547,3515,247,CHARLS
4,17200,213480,weighted_empirical,4350,2778,247,CHARLS
3,21050,150500,weighted_empirical,5435,3430,248,CHARLS
4,17300,203466,weighted_empirical,4389,2793,248,CHARLS
3,20820,146400,weighted_empirical,5406,3404,249,CHARLS
4,19320,201200,weighted_empirical,4382,2784,249,CHARLS
3,20750,146100,weighted_empirical,5544,3508,250,CHARLS
4,18300,214450,weighted_empirical,4365,2758,250,CHARLS
3,23250,146100,weighted_empirical,5458,3475,251,CHARLS
4,14800,191000,weighted_empirical,4363,2730,251,CHARLS
3,22200,150000,weighted_empirical,5513,3462,252,CHARLS
4,16380,206550,weighted_empirical,4356,2799,252,CHARLS
3,22200,156900,weighted_empirical,5406,3464,253,CHARLS
4,15300,193200,weighted_empirical,4377,2785,253,CHARLS
3,22240,152450,weighted_empirical,5559,3496,254,CHARLS
4,14400,194200,weighted_empirical,4310,2776,254,CHARLS
3,22700,150150,weighted_empirical,5469,3478,255,CHARLS
4,14100,183062.5,weighted_empirical,4398,2759,255,CHARLS
3,23860,156400,weighted_empirical,5501,3480,256,CHARLS
4,16000,191118,weighted_empirical,4358,2744,256,CHARLS
3,20750,150500,weighted_empirical,5406,3412,257,CHARLS
4,15600,201125,weighted_empirical,4373,2765,257,CHARLS
3,21000,154000,weighted_empirical,5464,3448,258,CHARLS
4,15300,211800,weighted_empirical,4328,2758,258,CHARLS
3,22242.5,155495,weighted_empirical,5508,3429,259,CHARLS
4,18930,191118,weighted_empirical,4348,2780,259,CHARLS
3,21790,146320,weighted_empirical,5458,3431,260,CHARLS
4,16200,201184,weighted_empirical,4395,2728,260,CHARLS
3,22250,154050,weighted_empirical,5432,3454,261,CHARLS
4,17980,202292,weighted_empirical,4453,2774,261,CHARLS
3,19600,134700,weighted_empirical,5446,3450,262,CHARLS
4,16500,208610,weighted_empirical,4355,2736,262,CHARLS
3,21820,150500,weighted_empirical,5502,3489,263,CHARLS
4,19400,207000,weighted_empirical,4392,2761,263,CHARLS
3,22200,143085,weighted_empirical,5574,3467,264,CHARLS
4,15310.5,208500,weighted_empirical,4320,2759,264,CHARLS
3,22300,155000,weighted_empirical,5554,3504,265,CHARLS
4,17300,201200,weighted_empirical,4291,2745,265,CHARLS
3,23250,154050,weighted_empirical,5398,3399,266,CHARLS
4,17480,201184,weighted_empirical,4366,2775,266,CHARLS
3,21700,151840,weighted_empirical,5467,3488,267,CHARLS
4,14600,193200,weighted_empirical,4417,2785,267,CHARLS
3,20820,154250,weighted_empirical,5436,3469,268,CHARLS
4,15200,173200,weighted_empirical,4375,2745,268,CHARLS
3,18580,143655,weighted_empirical,5489,3474,269,CHARLS
4,17010,205030,weighted_empirical,4325,2752,269,CHARLS
3,20570,148380,weighted_empirical,5406,3460,270,CHARLS
4,20420,203200,weighted_empirical,4351,2753,270,CHARLS
3,23040,154050,weighted_empirical,5436,3464,271,CHARLS
4,17010,203640,weighted_empirical,4331,2730,271,CHARLS
3,22315,153900,weighted_empirical,5492,3443,272,CHARLS
4,16950,213480,weighted_empirical,4366,2783,272,CHARLS
3,20820,149900,weighted_empirical,5500,3483,273,CHARLS
4,14400,173200,weighted_empirical,4371,2737,273,CHARLS
3,23100,150150,weighted_empirical,5464,3464,274,CHARLS
4,15560,205450,weighted_empirical,4381,2782,274,CHARLS
3,20820,152550,weighted_empirical,5422,3486,275,CHARLS
4,18930,191000,weighted_empirical,4327,2769,275,CHARLS
3,20880,142900,weighted_empirical,5460,3444,276,CHARLS
4,15400,195800,weighted_empirical,4355,2781,276,CHARLS
3,19505,141710,weighted_empirical,5400,3470,277,CHARLS
4,19759,201550,weighted_empirical,4386,2810,277,CHARLS
3,21700,152450,weighted_empirical,5354,3414,278,CHARLS
4,19400,208610,weighted_empirical,4462,2791,278,CHARLS
3,24610,163800,weighted_empirical,5544,3463,279,CHARLS
4,13400,166848,weighted_empirical,4375,2761,279,CHARLS
3,22600,153400,weighted_empirical,5471,3456,280,CHARLS
4,13920,189515,weighted_empirical,4362,2737,280,CHARLS
3,20215,154400,weighted_empirical,5473,3540,281,CHARLS
4,17872,201970,weighted_empirical,4327,2754,281,CHARLS
3,21400,149900,weighted_empirical,5521,3497,282,CHARLS
4,16290,209900,weighted_empirical,4303,2721,282,CHARLS
3,21093,144100,weighted_empirical,5436,3474,283,CHARLS
4,15491,208950,weighted_empirical,4418,2791,283,CHARLS
3,22200,154050,weighted_empirical,5442,3477,284,CHARLS
4,17280,208610,weighted_empirical,4323,2797,284,CHARLS
3,20900,152450,weighted_empirical,5532,3457,285,CHARLS
4,15150,164740,weighted_empirical,4343,2758,285,CHARLS
3,21050,138600,weighted_empirical,5387,3404,286,CHARLS
4,15600,202450,weighted_empirical,4425,2797,286,CHARLS
3,23440,156930,weighted_empirical,5461,3457,287,CHARLS
4,17310,174300,weighted_empirical,4368,2779,287,CHARLS
3,22200,150500,weighted_empirical,5375,3415,288,CHARLS
4,17550,209900,weighted_empirical,4416,2765,288,CHARLS
3,20900,147700,weighted_empirical,5557,3486,289,CHARLS
4,17200,204150,weighted_empirical,4380,2799,289,CHARLS
3,22200,154050,weighted_empirical,5491,3489,290,CHARLS
4,18000,2e+05,weighted_empirical,4337,2721,290,CHARLS
3,22900,160749,weighted_empirical,5434,3459,291,CHARLS
4,16950,201200,weighted_empirical,4421,2775,291,CHARLS
3,22200,149900,weighted_empirical,5408,3457,292,CHARLS
4,16380,207700,weighted_empirical,4433,2805,292,CHARLS
3,20950,152700,weighted_empirical,5442,3455,293,CHARLS
4,15400,201000,weighted_empirical,4395,2802,293,CHARLS
3,20450,150295,weighted_empirical,5519,3491,294,CHARLS
4,15300,190530,weighted_empirical,4322,2739,294,CHARLS
3,21350,152450,weighted_empirical,5467,3467,295,CHARLS
4,15700,195820,weighted_empirical,4437,2799,295,CHARLS
3,23300,150050,weighted_empirical,5485,3456,296,CHARLS
4,15310.5,164300,weighted_empirical,4336,2784,296,CHARLS
3,22250,156900,weighted_empirical,5537,3427,297,CHARLS
4,17290,210730,weighted_empirical,4347,2765,297,CHARLS
3,22000,151840,weighted_empirical,5553,3469,298,CHARLS
4,15310.5,183062.5,weighted_empirical,4321,2728,298,CHARLS
3,21093,148500,weighted_empirical,5393,3456,299,CHARLS
4,15300,206450,weighted_empirical,4424,2799,299,CHARLS
3,22630,153000,weighted_empirical,5524,3456,300,CHARLS
4,15410,207300,weighted_empirical,4331,2749,300,CHARLS
3,22242.5,148300,weighted_empirical,5459,3474,301,CHARLS
4,15310.5,205450,weighted_empirical,4379,2768,301,CHARLS
3,20700,148100,weighted_empirical,5500,3508,302,CHARLS
4,15491,202860,weighted_empirical,4382,2777,302,CHARLS
3,21400,152450,weighted_empirical,5431,3483,303,CHARLS
4,16700,185070,weighted_empirical,4424,2772,303,CHARLS
3,22435,150295,weighted_empirical,5457,3440,304,CHARLS
4,18100,208700,weighted_empirical,4337,2753,304,CHARLS
3,22200,155495,weighted_empirical,5376,3418,305,CHARLS
4,15600,207000,weighted_empirical,4411,2784,305,CHARLS
3,22900,153450,weighted_empirical,5527,3452,306,CHARLS
4,15600,186300,weighted_empirical,4359,2780,306,CHARLS
3,20680,147700,weighted_empirical,5424,3452,307,CHARLS
4,15410,2e+05,weighted_empirical,4407,2782,307,CHARLS
3,22240,152550,weighted_empirical,5409,3469,308,CHARLS
4,17300,204150,weighted_empirical,4436,2767,308,CHARLS
3,21200,153100,weighted_empirical,5437,3438,309,CHARLS
4,17010,195820,weighted_empirical,4403,2778,309,CHARLS
3,20820,150900,weighted_empirical,5491,3480,310,CHARLS
4,15300,176270,weighted_empirical,4354,2745,310,CHARLS
3,20250,147700,weighted_empirical,5500,3477,311,CHARLS
4,16500,187828,weighted_empirical,4330,2731,311,CHARLS
3,22000,156400,weighted_empirical,5424,3431,312,CHARLS
4,15410,205450,weighted_empirical,4434,2791,312,CHARLS
4,16500,209650,weighted_empirical,4341,2714,313,CHARLS
3,21500,152400,weighted_empirical,5506,3491,313,CHARLS
3,20750,146320,weighted_empirical,5456,3487,314,CHARLS
4,15530,202860,weighted_empirical,4367,2749,314,CHARLS
3,20900,149900,weighted_empirical,5504,3478,315,CHARLS
4,20420,202450,weighted_empirical,4280,2750,315,CHARLS
3,20710,147700,weighted_empirical,5486,3468,316,CHARLS
4,14800,165650,weighted_empirical,4315,2766,316,CHARLS
3,21700,146100,weighted_empirical,5522,3486,317,CHARLS
4,15310.5,166848,weighted_empirical,4329,2762,317,CHARLS
3,19900,147350,weighted_empirical,5456,3432,318,CHARLS
4,15220,180100,weighted_empirical,4351,2781,318,CHARLS
3,20820,143800,weighted_empirical,5494,3469,319,CHARLS
4,18300,207300,weighted_empirical,4393,2798,319,CHARLS
3,21800,153000,weighted_empirical,5486,3453,320,CHARLS
4,15120,187855,weighted_empirical,4310,2728,320,CHARLS
3,21650,152700,weighted_empirical,5522,3460,321,CHARLS
4,14800,190530,weighted_empirical,4305,2731,321,CHARLS
3,21820,146100,weighted_empirical,5495,3517,322,CHARLS
4,16750,186300,weighted_empirical,4317,2732,322,CHARLS
3,23120,156550,weighted_empirical,5520,3458,323,CHARLS
4,17010,195820,weighted_empirical,4318,2753,323,CHARLS
3,22700,154400,weighted_empirical,5505,3449,324,CHARLS
4,15310.5,173800,weighted_empirical,4302,2742,324,CHARLS
3,22799,154050,weighted_empirical,5441,3425,325,CHARLS
4,16900,193200,weighted_empirical,4371,2773,325,CHARLS
3,21770,151840,weighted_empirical,5489,3463,326,CHARLS
4,15410,207000,weighted_empirical,4313,2695,326,CHARLS
3,20250,141710,weighted_empirical,5385,3413,327,CHARLS
4,17010,201125,weighted_empirical,4456,2798,327,CHARLS
3,23070,155290,weighted_empirical,5390,3423,328,CHARLS
4,14561.5,195800,weighted_empirical,4366,2769,328,CHARLS
3,20750,152450,weighted_empirical,5439,3437,329,CHARLS
4,15220,202450,weighted_empirical,4376,2736,329,CHARLS
3,21820,153200,weighted_empirical,5460,3486,330,CHARLS
4,12340,200200,weighted_empirical,4319,2737,330,CHARLS
3,21093,142900,weighted_empirical,5419,3440,331,CHARLS
4,15310.5,194200,weighted_empirical,4445,2785,331,CHARLS
3,21180,153900,weighted_empirical,5531,3496,332,CHARLS
4,15410,207300,weighted_empirical,4359,2749,332,CHARLS
3,20650,148380,weighted_empirical,5460,3429,333,CHARLS
4,14650,185070,weighted_empirical,4373,2828,333,CHARLS
3,20100,143800,weighted_empirical,5430,3414,334,CHARLS
4,16900,179610,weighted_empirical,4436,2789,334,CHARLS
3,24500,160749,weighted_empirical,5427,3430,335,CHARLS
4,13000,166560,weighted_empirical,4389,2777,335,CHARLS
3,20820,153200,weighted_empirical,5473,3476,336,CHARLS
4,17010,201200,weighted_empirical,4447,2780,336,CHARLS
3,22200,148100,weighted_empirical,5531,3519,337,CHARLS
4,17872,210730,weighted_empirical,4406,2769,337,CHARLS
3,20780,144100,weighted_empirical,5416,3451,338,CHARLS
4,16500,200642.5,weighted_empirical,4433,2811,338,CHARLS
3,24500,156570,weighted_empirical,5397,3452,339,CHARLS
4,16920,191225,weighted_empirical,4400,2788,339,CHARLS
3,21400,155290,weighted_empirical,5403,3448,340,CHARLS
4,15491,195820,weighted_empirical,4373,2784,340,CHARLS
3,22242.5,159200,weighted_empirical,5455,3495,341,CHARLS
4,15491,207300,weighted_empirical,4321,2775,341,CHARLS
3,21350,148100,weighted_empirical,5461,3494,342,CHARLS
4,16500,201670,weighted_empirical,4380,2763,342,CHARLS
3,20100,150150,weighted_empirical,5468,3451,343,CHARLS
4,17010,201125,weighted_empirical,4340,2775,343,CHARLS
3,21200,152450,weighted_empirical,5509,3463,344,CHARLS
4,17200,208610,weighted_empirical,4363,2773,344,CHARLS
3,21180,150295,weighted_empirical,5403,3449,345,CHARLS
4,15200,2e+05,weighted_empirical,4393,2775,345,CHARLS
3,22250,150500,weighted_empirical,5536,3470,346,CHARLS
4,14561.5,186300,weighted_empirical,4341,2720,346,CHARLS
3,20750,143085,weighted_empirical,5384,3473,347,CHARLS
4,15400,205030,weighted_empirical,4416,2780,347,CHARLS
3,22315,155485,weighted_empirical,5397,3452,348,CHARLS
4,16700,193200,weighted_empirical,4453,2805,348,CHARLS
3,22000,156530,weighted_empirical,5382,3422,349,CHARLS
4,18930,205450,weighted_empirical,4405,2790,349,CHARLS
3,22300,155485,weighted_empirical,5508,3452,350,CHARLS
4,17310,208950,weighted_empirical,4359,2765,350,CHARLS
3,23800,153000,weighted_empirical,5403,3446,351,CHARLS
4,15491,204240,weighted_empirical,4412,2757,351,CHARLS
3,22200,151150,weighted_empirical,5528,3499,352,CHARLS
4,17280,202860,weighted_empirical,4343,2767,352,CHARLS
3,22985,152550,weighted_empirical,5445,3463,353,CHARLS
4,17200,205265,weighted_empirical,4389,2774,353,CHARLS
3,21200,148380,weighted_empirical,5447,3452,354,CHARLS
4,18900,202860,weighted_empirical,4465,2826,354,CHARLS
3,21900,153100,weighted_empirical,5381,3416,355,CHARLS
4,16500,203200,weighted_empirical,4353,2783,355,CHARLS
3,20750,150150,weighted_empirical,5550,3527,356,CHARLS
4,17200,202800,weighted_empirical,4403,2781,356,CHARLS
3,22000,155700,weighted_empirical,5469,3421,357,CHARLS
4,16700,174450,weighted_empirical,4401,2752,357,CHARLS
3,21700,150500,weighted_empirical,5437,3416,358,CHARLS
4,15060,200700,weighted_empirical,4381,2788,358,CHARLS
3,20750,143800,weighted_empirical,5468,3428,359,CHARLS
4,14400,203466,weighted_empirical,4321,2731,359,CHARLS
3,22315,142900,weighted_empirical,5461,3409,360,CHARLS
4,14400,206550,weighted_empirical,4394,2778,360,CHARLS
3,21390,151150,weighted_empirical,5507,3541,361,CHARLS
4,16955,203466,weighted_empirical,4393,2782,361,CHARLS
3,20710,153500,weighted_empirical,5476,3488,362,CHARLS
4,20980,208610,weighted_empirical,4403,2761,362,CHARLS
3,21400,154050,weighted_empirical,5354,3348,363,CHARLS
4,15300,195820,weighted_empirical,4460,2757,363,CHARLS
3,20700,139800,weighted_empirical,5476,3455,364,CHARLS
4,17300,214450,weighted_empirical,4342,2760,364,CHARLS
3,21200,151150,weighted_empirical,5473,3473,365,CHARLS
4,16290,206450,weighted_empirical,4408,2781,365,CHARLS
3,23250,153080,weighted_empirical,5427,3463,366,CHARLS
4,15600,187855,weighted_empirical,4363,2771,366,CHARLS
3,22200,153200,weighted_empirical,5523,3490,367,CHARLS
4,15310.5,204150,weighted_empirical,4427,2792,367,CHARLS
3,21180,155200,weighted_empirical,5535,3437,368,CHARLS
4,16750,207250,weighted_empirical,4328,2779,368,CHARLS
3,22200,158300,weighted_empirical,5445,3446,369,CHARLS
4,14640,180100,weighted_empirical,4300,2734,369,CHARLS
3,20570,154050,weighted_empirical,5470,3467,370,CHARLS
4,15560,203200,weighted_empirical,4361,2745,370,CHARLS
3,23120,151840,weighted_empirical,5425,3428,371,CHARLS
4,16500,201670,weighted_empirical,4385,2747,371,CHARLS
3,20780,147700,weighted_empirical,5373,3437,372,CHARLS
4,14700,185070,weighted_empirical,4495,2841,372,CHARLS
3,21790,152450,weighted_empirical,5374,3382,373,CHARLS
4,13500,179610,weighted_empirical,4372,2763,373,CHARLS
3,20900,150500,weighted_empirical,5574,3490,374,CHARLS
4,17280,209900,weighted_empirical,4310,2699,374,CHARLS
3,21900,156570,weighted_empirical,5533,3423,375,CHARLS
4,15400,197450,weighted_empirical,4326,2743,375,CHARLS
3,23100,157250,weighted_empirical,5459,3467,376,CHARLS
4,15400,166947.296875,weighted_empirical,4364,2751,376,CHARLS
3,22250,150500,weighted_empirical,5412,3412,377,CHARLS
4,15400,166848,weighted_empirical,4409,2788,377,CHARLS
3,21180,154050,weighted_empirical,5433,3437,378,CHARLS
4,15120,164740,weighted_empirical,4389,2777,378,CHARLS
3,22200,143800,weighted_empirical,5498,3449,379,CHARLS
4,16200,211800,weighted_empirical,4344,2726,379,CHARLS
3,23120,156550,weighted_empirical,5466,3462,380,CHARLS
4,18530,208700,weighted_empirical,4376,2745,380,CHARLS
3,22000,147700,weighted_empirical,5359,3403,381,CHARLS
4,15410,202400,weighted_empirical,4440,2802,381,CHARLS
3,21093,153450,weighted_empirical,5536,3463,382,CHARLS
4,17980,204350,weighted_empirical,4353,2773,382,CHARLS
3,23250,156950,weighted_empirical,5494,3481,383,CHARLS
4,17872,195820,weighted_empirical,4279,2727,383,CHARLS
3,21650,151150,weighted_empirical,5507,3464,384,CHARLS
4,15150,205265,weighted_empirical,4404,2760,384,CHARLS
3,22200,147350,weighted_empirical,5456,3435,385,CHARLS
4,15200,187828,weighted_empirical,4416,2765,385,CHARLS
3,20020,143610,weighted_empirical,5515,3476,386,CHARLS
4,17300,206500,weighted_empirical,4348,2745,386,CHARLS
3,23070,158865,weighted_empirical,5431,3452,387,CHARLS
4,15300,201670,weighted_empirical,4370,2726,387,CHARLS
3,22550,154050,weighted_empirical,5569,3439,388,CHARLS
4,15491,174450,weighted_empirical,4250,2759,388,CHARLS
3,20750,139800,weighted_empirical,5525,3501,389,CHARLS
4,16500,201670,weighted_empirical,4367,2748,389,CHARLS
3,20570,153000,weighted_empirical,5501,3461,390,CHARLS
4,16290,205450,weighted_empirical,4308,2762,390,CHARLS
3,20280,148380,weighted_empirical,5462,3463,391,CHARLS
4,13980,182000,weighted_empirical,4390,2791,391,CHARLS
3,20880,141720,weighted_empirical,5473,3450,392,CHARLS
4,17010,195800,weighted_empirical,4374,2763,392,CHARLS
3,21400,153000,weighted_empirical,5479,3450,393,CHARLS
4,17200,202860,weighted_empirical,4376,2750,393,CHARLS
3,20780,152450,weighted_empirical,5514,3458,394,CHARLS
4,15300,190530,weighted_empirical,4364,2756,394,CHARLS
3,20750,143800,weighted_empirical,5398,3455,395,CHARLS
4,15310.5,208500,weighted_empirical,4411,2779,395,CHARLS
3,21900,144100,weighted_empirical,5382,3462,396,CHARLS
4,16000,208610,weighted_empirical,4363,2784,396,CHARLS
3,22300,155200,weighted_empirical,5487,3498,397,CHARLS
4,15600,205450,weighted_empirical,4341,2787,397,CHARLS
3,21700,146100,weighted_empirical,5490,3468,398,CHARLS
4,19320,210400,weighted_empirical,4359,2756,398,CHARLS
3,22700,155485,weighted_empirical,5460,3480,399,CHARLS
4,19759,207700,weighted_empirical,4358,2767,399,CHARLS
3,21200,159200,weighted_empirical,5421,3420,400,CHARLS
4,17200,206550,weighted_empirical,4424,2756,400,CHARLS
3,21400,153100,weighted_empirical,5501,3463,401,CHARLS
4,15105.546875,201200,weighted_empirical,4349,2787,401,CHARLS
3,21900,153450,weighted_empirical,5509,3428,402,CHARLS
4,14640,179610,weighted_empirical,4322,2745,402,CHARLS
3,21050,151150,weighted_empirical,5428,3432,403,CHARLS
4,13980,203466,weighted_empirical,4373,2734,403,CHARLS
3,20100,144800,weighted_empirical,5465,3435,404,CHARLS
4,15491,201184,weighted_empirical,4330,2745,404,CHARLS
3,22000,154000,weighted_empirical,5485,3451,405,CHARLS
4,14700,174840,weighted_empirical,4269,2723,405,CHARLS
3,20346,150500,weighted_empirical,5545,3492,406,CHARLS
4,15000,197450,weighted_empirical,4302,2757,406,CHARLS
3,20700,144100,weighted_empirical,5370,3415,407,CHARLS
4,17400,218200,weighted_empirical,4437,2810,407,CHARLS
3,23750,159160,weighted_empirical,5421,3449,408,CHARLS
4,13920,183062.5,weighted_empirical,4399,2768,408,CHARLS
3,20750,152800,weighted_empirical,5382,3435,409,CHARLS
4,15491,207300,weighted_empirical,4359,2784,409,CHARLS
3,21650,143610,weighted_empirical,5487,3484,410,CHARLS
4,16500,174840,weighted_empirical,4429,2828,410,CHARLS
3,21900,155000,weighted_empirical,5488,3453,411,CHARLS
4,16950,201550,weighted_empirical,4366,2777,411,CHARLS
3,21093,150295,weighted_empirical,5571,3490,412,CHARLS
4,15410,205450,weighted_empirical,4324,2721,412,CHARLS
3,22985,148380,weighted_empirical,5479,3415,413,CHARLS
4,18530,206500,weighted_empirical,4332,2783,413,CHARLS
3,23250,161100,weighted_empirical,5535,3449,414,CHARLS
4,14800,180100,weighted_empirical,4376,2753,414,CHARLS
3,21900,150500,weighted_empirical,5364,3397,415,CHARLS
4,17280,203202,weighted_empirical,4479,2810,415,CHARLS
3,20680,154300,weighted_empirical,5451,3444,416,CHARLS
4,17480,205450,weighted_empirical,4395,2797,416,CHARLS
3,20570,144700,weighted_empirical,5435,3440,417,CHARLS
4,17280,204350,weighted_empirical,4376,2793,417,CHARLS
3,22700,153200,weighted_empirical,5456,3435,418,CHARLS
4,16920,191000,weighted_empirical,4409,2787,418,CHARLS
3,23040,153500,weighted_empirical,5388,3451,419,CHARLS
4,16380,176270,weighted_empirical,4359,2740,419,CHARLS
3,21093,153100,weighted_empirical,5420,3441,420,CHARLS
4,13850.099609375,194250,weighted_empirical,4436,2778,420,CHARLS
3,24450,158865,weighted_empirical,5484,3452,421,CHARLS
4,16900,166848,weighted_empirical,4314,2745,421,CHARLS
3,21400,155495,weighted_empirical,5590,3488,422,CHARLS
4,14640,202292,weighted_empirical,4357,2781,422,CHARLS
3,23120,153500,weighted_empirical,5441,3426,423,CHARLS
4,17010,166848,weighted_empirical,4397,2752,423,CHARLS
3,22200,156950,weighted_empirical,5428,3482,424,CHARLS
4,15200,185600,weighted_empirical,4410,2783,424,CHARLS
3,21700,156530,weighted_empirical,5476,3448,425,CHARLS
4,15400,201680,weighted_empirical,4368,2751,425,CHARLS
3,22300,157610,weighted_empirical,5471,3436,426,CHARLS
4,17010,194200,weighted_empirical,4378,2788,426,CHARLS
3,23070,154050,weighted_empirical,5437,3405,427,CHARLS
4,15530,185150,weighted_empirical,4407,2795,427,CHARLS
3,22300,157250,weighted_empirical,5460,3473,428,CHARLS
4,16950,204550,weighted_empirical,4450,2764,428,CHARLS
3,21093,154900,weighted_empirical,5426,3465,429,CHARLS
4,14800,201200,weighted_empirical,4395,2765,429,CHARLS
3,21310,153500,weighted_empirical,5425,3423,430,CHARLS
4,17290,208300,weighted_empirical,4430,2758,430,CHARLS
3,20780,140570,weighted_empirical,5488,3513,431,CHARLS
4,16950,204100,weighted_empirical,4396,2720,431,CHARLS
3,21600,143500,weighted_empirical,5480,3477,432,CHARLS
4,15560,201348,weighted_empirical,4430,2810,432,CHARLS
3,22000,154250,weighted_empirical,5516,3478,433,CHARLS
4,17300,211800,weighted_empirical,4328,2754,433,CHARLS
3,21180,150295,weighted_empirical,5472,3474,434,CHARLS
4,16920,202420,weighted_empirical,4330,2752,434,CHARLS
3,20710,148500,weighted_empirical,5426,3426,435,CHARLS
4,17200,185600,weighted_empirical,4399,2809,435,CHARLS
3,19450,151150,weighted_empirical,5412,3489,436,CHARLS
4,16500,203466,weighted_empirical,4387,2761,436,CHARLS
3,24500,173700,weighted_empirical,5447,3409,437,CHARLS
4,16700,205305,weighted_empirical,4356,2809,437,CHARLS
3,21050,143085,weighted_empirical,5477,3506,438,CHARLS
4,15120,189515,weighted_empirical,4362,2742,438,CHARLS
3,21700,154000,weighted_empirical,5499,3418,439,CHARLS
4,15120,166560,weighted_empirical,4373,2786,439,CHARLS
3,20430,150500,weighted_empirical,5468,3454,440,CHARLS
4,12800,176270,weighted_empirical,4359,2768,440,CHARLS
3,20020,140300,weighted_empirical,5392,3431,441,CHARLS
4,15400,211800,weighted_empirical,4420,2750,441,CHARLS
3,21050,147700,weighted_empirical,5470,3456,442,CHARLS
4,13400,171700,weighted_empirical,4357,2728,442,CHARLS
3,24610,153100,weighted_empirical,5395,3447,443,CHARLS
4,19320,208950,weighted_empirical,4488,2815,443,CHARLS
3,21770,133000,weighted_empirical,5458,3444,444,CHARLS
4,14100,174840,weighted_empirical,4390,2792,444,CHARLS
3,20840,143800,weighted_empirical,5502,3460,445,CHARLS
4,20546,208610,weighted_empirical,4336,2764,445,CHARLS
3,20750,151150,weighted_empirical,5455,3454,446,CHARLS
4,17400,214200,weighted_empirical,4404,2771,446,CHARLS
3,23920,162550,weighted_empirical,5606,3511,447,CHARLS
4,15200,191000,weighted_empirical,4306,2740,447,CHARLS
3,20710,146100,weighted_empirical,5358,3419,448,CHARLS
4,15560,186300,weighted_empirical,4386,2785,448,CHARLS
3,22200,154050,weighted_empirical,5415,3455,449,CHARLS
4,15885,206450,weighted_empirical,4423,2808,449,CHARLS
3,20750,151150,weighted_empirical,5477,3453,450,CHARLS
4,15310.5,207520,weighted_empirical,4374,2754,450,CHARLS
3,21900,150150,weighted_empirical,5502,3443,451,CHARLS
4,15400,196260,weighted_empirical,4419,2747,451,CHARLS
3,22200,152550,weighted_empirical,5579,3495,452,CHARLS
4,22100,218620,weighted_empirical,4261,2713,452,CHARLS
3,21650,153100,weighted_empirical,5507,3503,453,CHARLS
4,15180,190530,weighted_empirical,4338,2774,453,CHARLS
3,21050,155485,weighted_empirical,5403,3427,454,CHARLS
4,16200,200700,weighted_empirical,4309,2723,454,CHARLS
3,22550,153100,weighted_empirical,5515,3448,455,CHARLS
4,15300,200700,weighted_empirical,4374,2741,455,CHARLS
3,22600,148380,weighted_empirical,5460,3482,456,CHARLS
4,14650,194200,weighted_empirical,4502,2782,456,CHARLS
3,21590,152800,weighted_empirical,5399,3398,457,CHARLS
4,15200,201670,weighted_empirical,4438,2763,457,CHARLS
3,20800,153100,weighted_empirical,5410,3421,458,CHARLS
4,18290,209900,weighted_empirical,4427,2791,458,CHARLS
3,20450,153100,weighted_empirical,5553,3480,459,CHARLS
4,18650,201680,weighted_empirical,4344,2759,459,CHARLS
3,20700,144950,weighted_empirical,5543,3493,460,CHARLS
4,13100,201200,weighted_empirical,4306,2742,460,CHARLS
3,22985,153000,weighted_empirical,5468,3474,461,CHARLS
4,14640,2e+05,weighted_empirical,4392,2727,461,CHARLS
3,21050,147350,weighted_empirical,5483,3473,462,CHARLS
